,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
156,"[(45972, 3), (45974, 2), (45976, 2), (45978, 2), (45979, 2)]",45972,5,ra,"[45972, 45974, 45976, 45978, 45979]"," Vim buscar minha pacue[ra]- cue[ra]- cue[ra]- cue[ra] cue[ra], de-",35947
157,"[(46357, 0), (46359, 0), (46360, 0)]",46357,3,a,"[46357, 46359, 46360]",":
— [a]ra, [a]ra [a]ra! Mas você",36257
158,"[(46357, 1), (46359, 1), (46360, 1)]",46357,3,ra,"[46357, 46359, 46360]",":
— a[ra], a[ra] a[ra]! Mas você",36257
159,"[(46404, 0), (46405, 3), (46408, 3)]",46404,3,i,"[46404, 46405, 46408]"," Je viens d'inventer [i]a photographi[e]!
 macuna[í]ma deu uma grande",36292
160,"[(46454, 0), (46456, 0), (46456, 4)]",46454,3,ma,"[46454, 46456, 46456]",". Estava
 [ma]luco. [ma]cunaí[ma] chispou.
",36330
161,"[(46561, 3), (46562, 0), (46563, 0)]",46561,3,a,"[46561, 46562, 46563]"," quanto Oibê se debati[a] [a]travessando [a]quilo, o herói",36420
162,"[(46762, 1), (46764, 0), (46766, 0), (46768, 0), (46770, 0)]",46762,5,ku,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pa[cu]era- [cu]era- [cu]era- [cu]era- [cu]era, de-",36579
163,"[(46762, 2), (46764, 1), (46766, 1), (46768, 1), (46770, 1)]",46762,5,e,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pacu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra, de-",36579
164,"[(46762, 3), (46764, 2), (46766, 2), (46768, 2), (46770, 2)]",46762,5,ra,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pacue[ra]- cue[ra]- cue[ra]- cue[ra]- cue[ra], de-",36579
165,"[(46790, 0), (46791, 0), (46791, 2)]",46790,3,a,"[46790, 46791, 46791]",". Mais
 [a]diante [ha]vi[a] uma figueira com",36597
166,"[(47448, 0), (47448, 1), (47448, 2)]",47448,3,ej,"[47448, 47448, 47448]"," de ladrão, [ei][ei][ei]...",37126
167,"[(47513, 0), (47513, 4), (47514, 1)]",47513,3,ma,"[47513, 47513, 47514]", NO outro dia [ma]cunaí[ma] a[ma]nheceu com muita tosse,37172
168,"[(47639, 1), (47639, 5), (47641, 1)]",47639,3,ra,"[47639, 47639, 47641]","
 ruidejar do u[ra]ricoe[ra]. e[ra] ali. Um",37273
169,"[(47946, 0), (47949, 0), (47950, 0)]",47946,3,a,"[47946, 47949, 47950]"," na boca e [as]soviou.
 [a]pareceram [a] mulher dele as",37516
170,"[(48066, 3), (48067, 3), (48068, 1)]",48066,3,du,"[48066, 48067, 48068]"," pescando e
 distraí[do] distraí[do] quan[do] viu estava em",37614
171,"[(48958, 1), (48959, 1), (48960, 2), (48963, 1), (48964, 1)]",48958,5,tSi,"[48958, 48959, 48960, 48963, 48964]"," coandu!
 vo[te] vo[te] cua[ti]!
 vo[te] vo[te] taiçu!
",38285
172,"[(49166, 0), (49166, 1), (49167, 2)]",49166,3,su,"[49166, 49166, 49167]"," jaguatirica,
 [su][çu]arana cangu[çu] pixuna, isso",38445
173,"[(49655, 0), (49656, 0), (49656, 4)]",49655,3,ma,"[49655, 49656, 49656]"," princesa queria
 [ma]tar [ma]cunaí[ma].
 No",38834
174,"[(50611, 0), (50611, 2), (50612, 0)]",50611,3,a,"[50611, 50611, 50612]",". Na frente [a]bri[a] [a]
 estrada das",39608
175,"[(51288, 0), (51290, 1), (51292, 0), (51293, 0)]",51288,4,u,"[51288, 51290, 51292, 51293]"," Então vieram muitos [u]rubus, vei[o]
 [o] [u]rubu- camiranga,",40113
176,"[(51297, 1), (51298, 0), (51299, 0)]",51297,3,u,"[51297, 51298, 51299]","- camiranga, vei[o] [o] [u]rubu- jeregua o",40118
177,"[(51306, 0), (51307, 0), (51308, 0), (51309, 0)]",51306,4,u,"[51306, 51307, 51308, 51309]", urubu- peba [o] [u]rubuministro [o] [u]rubu- tinga que,40125
178,"[(51344, 0), (51345, 0), (51346, 0)]",51344,3,fej,"[51344, 51345, 51346]"," Urubu é passo [fei]o [fei]o [fei]o!
 Urubu",40155
179,"[(51344, 1), (51345, 1), (51346, 1), (51349, 0)]",51344,4,u,"[51344, 51345, 51346, 51349]"," Urubu é passo fei[o] fei[o] fei[o]!
 [u]rubu é passo limpo",40155
180,"[(51352, 0), (51353, 0), (51354, 0)]",51352,3,li~,"[51352, 51353, 51354]"," Urubu é passo [lim]po [lim]po [lim]po!
 E",40161
181,"[(51352, 1), (51353, 1), (51354, 1)]",51352,3,pu,"[51352, 51353, 51354]"," Urubu é passo lim[po] lim[po] lim[po]!
 E",40161
182,"[(51583, 0), (51584, 0), (51585, 0)]",51583,3,a,"[51583, 51584, 51585]","
 Macunaíma se [ar]rastou [a]té [a] tapera sem gente",40326
183,"[(51667, 0), (51668, 0), (51669, 0)]",51667,3,a,"[51667, 51668, 51669]", Macunaíma foi obrigado [a] [a]bandonar [a] tapera cuja última,40388
184,"[(51868, 0), (51868, 1), (51868, 2)]",51868,3,a,"[51868, 51868, 51868]", desde infância. [a][a][ah]...,40550
185,"[(51924, 0), (51925, 0), (51925, 2)]",51924,3,a,"[51924, 51925, 51925]",".
 Quando [a] [ar]rai[a]da vinha o papagaio",40593
186,"[(51987, 0), (51987, 2), (51994, 0)]",51987,3,a,"[51987, 51987, 51994]"," gente dormir, [a]ru[a]í...

— [a]corda, herói!",40639
187,"[(52371, 3), (52372, 3), (52374, 4)]",52371,3,du,"[52371, 52372, 52374]"," Era uma coroca enruga[do] enruga[do], tremelican[do] tanto
 feito",40922
188,"[(52427, 1), (52427, 2), (52428, 1), (52428, 2)]",52427,4,ru,"[52427, 52427, 52428, 52428]",- Cã ficou ju[ru][ru] ju[ru][ru] e principiou imaginando,40962
189,"[(52765, 0), (52766, 0), (52767, 0)]",52765,3,a,"[52765, 52766, 52767]"," corgo esperou
 [as]suntando [a] [á]gua. Daí a",41216
190,"[(52977, 0), (52978, 2), (52979, 0)]",52977,3,a,"[52977, 52978, 52979]"," jacaré, que [a] lago[a] [há]- de secar",41378
191,"[(53123, 0), (53125, 3), (53126, 3)]",53123,3,a,"[53123, 53125, 53126]"," não. Si [a]
 papacei[a] continu[as]se trazendo as coisas",41491
192,"[(53408, 0), (53410, 0), (53411, 2)]",53408,3,a,"[53408, 53410, 53411]"," chegou
 pra [á]gua. [a] lago[a] estava toda coberta",41719
193,"[(53521, 0), (53527, 0), (53527, 4)]",53521,3,ma,"[53521, 53527, 53527]",":
— [ma]ni!...
 [ma]cunaí[ma] queria a dona",41809
194,"[(53538, 0), (53539, 0), (53541, 2)]",53538,3,a,"[53538, 53539, 53541]"," n'água e num [á]timo [a]
 lago[a] tornava a cobrir",41820
195,"[(54154, 2), (54155, 2), (54157, 0)]",54154,3,a,"[54154, 54155, 54157]",".
 Macunaíma campe[a]va campe[a]va. [a]chou os dois brincos",42312
196,"[(54235, 3), (54236, 3), (54238, 2)]",54235,3,va,"[54235, 54236, 54238]",".
 Macunaíma campea[va] campea[va]. solta[va] grite de lamentação",42379
197,"[(54249, 0), (54250, 3), (54252, 1)]",54249,3,da,"[54249, 54250, 54252]", bulha o tamanho [da] bichara[da]. na[da]. O herói,42391
198,"[(54628, 0), (54629, 0), (54630, 0)]",54628,3,ku~,"[54628, 54629, 54630]"," mães pais manos [cu]nhas [cu]nhadas [cu]nhatãs,
 todos",42691
199,"[(55363, 1), (55364, 3), (55366, 4)]",55363,3,rus,"[55363, 55364, 55366]"," lugares aqueles campos fu[ros] puxadou[ros]
 arrastadou[ros] meios- barrancos",43245
200,"[(55600, 0), (55602, 0), (55604, 0)]",55600,3,bi,"[55600, 55602, 55604]",":
— [bi]lo, [bi]lo, [bi]lo, lá.",43430
201,"[(55600, 1), (55602, 1), (55604, 1)]",55600,3,lu,"[55600, 55602, 55604]",":
— bi[lo], bi[lo], bi[lo], lá.",43430
202,"[(55675, 3), (55678, 0), (55679, 3), (55680, 1)]",55675,4,u,"[55675, 55678, 55679, 55680]"," o pé, papagai[o].
 [o] papagai[o] vei[o] pousar na cabeça",43479
