,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
129,"[(84242, 2), (84246, 0), (84249, 0), (84250, 0)]",84242,4,a,"[84242, 84246, 84249, 84250]"," terra,
 altei[a]- se, [a]o longe, [a]crescida [a] altitude pelas várzeas",64408
130,"[(85315, 3), (85317, 3), (85319, 3), (85321, 2)]",85315,4,du,"[85315, 85317, 85319, 85321]"," Antônio Conselheiro— espian[do], observan[do], indagan[do], contan[do] o numero de",65218
131,"[(85376, 2), (85379, 0), (85380, 1), (85381, 3)]",85376,4,a,"[85376, 85379, 85380, 85381]", O profeta não podi[a] errar: [a] su[a] vitori[a] era fatal.,65263
132,"[(86432, 1), (86432, 3), (86436, 3), (86438, 1)]",86432,4,du,"[86432, 86432, 86436, 86438]"," guerra já muitíssimo re[du]zi[do]. Entretanto, contravin[do] ao mo[do] de
 ver",66075
133,"[(87144, 0), (87144, 2), (87145, 0), (87146, 0)]",87144,4,a,"[87144, 87144, 87145, 87146]", combate. Não [ha]vi[a] [a]té [a] possibilidade de um,66630
134,"[(88042, 0), (88043, 4), (88044, 3), (88045, 0)]",88042,4,a,"[88042, 88043, 88044, 88045]", este ponto. [a] artilhari[a] reduzi[a] [a] marcha. Ascendiam,67325
135,"[(90434, 2), (90436, 2), (90438, 3), (90440, 2), (90442, 3)]",90434,5,du,"[90434, 90436, 90438, 90440, 90442]"," pelos pendores, subin[do], descen[do], atacan[do], fugin[do], baquean[do]
 trespassados de",69131
136,"[(90580, 2), (90582, 2), (90584, 4), (90585, 0)]",90580,4,a,"[90580, 90582, 90584, 90585]"," A maior parte regi[a]. rompi[a] o espingarde[a]mento [à]
 queima-",69236
137,"[(90870, 0), (90873, 1), (90876, 0), (90877, 3)]",90870,4,a,"[90870, 90873, 90876, 90877]",", pelas ladeiras [a]cima.
 re[a]lizara- se [a] travessi[a]; e,",69461
138,"[(91901, 0), (91902, 1), (91904, 0), (91904, 2), (91908, 0)]",91901,5,dZi,"[91901, 91902, 91904, 91904, 91908]"," corpos enleados, [de] on[de] se [di]fun[di]am

 estertores [de] estrangulados, ronquidos",70228
139,"[(92371, 0), (92372, 3), (92375, 0), (92377, 0)]",92371,4,a,"[92371, 92372, 92375, 92377]"," ou o seu [a]bandono imedi[a]to. Foi [a]ceita
 [a] última sob a",70589
140,"[(95177, 0), (95178, 1), (95180, 0), (95184, 0)]",95177,4,u,"[95177, 95178, 95180, 95184]"," Moreira César e [o] mei[o] que [o] celebrizou.
 [o] novo insucesso das",72686
141,"[(95620, 0), (95623, 0), (95626, 0), (95628, 0)]",95620,4,a,"[95620, 95623, 95626, 95628]"," de garantias; [a]braçado
 tenazmente [à] Constituição, [a]fogava- [a]; fazendo da",73041
142,"[(96099, 0), (96102, 0), (96103, 0), (96106, 0)]",96099,4,a,"[96099, 96102, 96103, 96106]"," jacobinismo pouco lisonjeiro [à] história— [a]queles [a]gitadores
 começaram [a] viver da exploração",73417
143,"[(96627, 1), (96628, 2), (96630, 5), (96631, 1)]",96627,4,dus,"[96627, 96628, 96630, 96631]"," Eram legião. to[dos] sauda[dos]; amaldiçoa[dos] to[dos].
 Ora",73836
144,"[(96727, 0), (96730, 0), (96733, 0), (96737, 0), (96738, 5)]",96727,5,a,"[96727, 96730, 96733, 96737, 96738]"," para ombros de [a]dolescente frágil
 [a]gravava- lhe [a] postura.
 [a] fisionomi[a] inexpressiva e mórbida",73913
145,"[(96754, 0), (96756, 2), (96757, 0), (96758, 3)]",96754,4,a,"[96754, 96756, 96757, 96758]"," Nada,
 [a]bsolutamente, traí[a] [a] energi[a] surpreendedora e temibilidade",73932
146,"[(97257, 0), (97258, 0), (97259, 1), (97261, 0), (97261, 4), (97262, 0)]",97257,6,a,"[97257, 97258, 97259, 97261, 97261, 97262]"," E se pudéssemos [a]companhar [a] su[a] vida [as]sistirí[a]mos [a]o desdobramento
 contínuo",74321
147,"[(97420, 0), (97421, 0), (97423, 0), (97424, 0)]",97420,4,a,"[97420, 97421, 97423, 97424]"," médico militar, [a]lém [a]
 [ar]remetida [a] faca, felizmente",74450
148,"[(97992, 0), (97994, 2), (97996, 0), (98000, 0)]",97992,4,dZi,"[97992, 97994, 97996, 98000]"," com triste aparato [de] imperdoável malda[de], [di]zem- no
 [de] sobra. Abalaram",74897
149,"[(98068, 0), (98069, 3), (98072, 0), (98073, 2)]",98068,4,u,"[98068, 98069, 98072, 98073]"," constituídos, sem [o] atavi[o], sem [o] rodei[o], sem a",74951
150,"[(98732, 0), (98736, 0), (98740, 0), (98744, 0)]",98732,4,ujs,"[98732, 98736, 98740, 98744]",", baralha- [os], perturba- [os], inverte- [os], deforma- [os]. O doente",75461
151,"[(99326, 3), (99329, 1), (99331, 0), (99333, 3)]",99326,4,a,"[99326, 99329, 99331, 99333]"," porém, mal auspici[a]da. Um di[a] antes [a] enervação doenti[a] do comandante explodira",75918
152,"[(100501, 0), (100504, 0), (100506, 3), (100508, 0)]",100501,4,a,"[100501, 100504, 100506, 100508]"," destinando- se [a]o milagre, [à] cura imedi[a]ta, [a] um simples
",76858
153,"[(100612, 1), (100614, 0), (100616, 0), (100618, 0), (100619, 3)]",100612,5,a,"[100612, 100614, 100616, 100618, 100619]"," procurando um
 te[a]tro maior [à] índole [a]ventureira e [à] valenti[a] impulsiva. No",76937
154,"[(100775, 0), (100777, 0), (100778, 0), (100779, 0)]",100775,4,a,"[100775, 100777, 100778, 100779]"," renderem os que [a]li
 [ha]viam [a]travessado [a] noite, velando",77066
155,"[(100890, 3), (100891, 1), (100894, 1), (100895, 3)]",100890,4,du,"[100890, 100891, 100894, 100895]"," serem feitos, espian[do] tu[do], de tu[do] inquirin[do]
 cautelosamente.",77155
156,"[(100999, 2), (101001, 3), (101003, 4), (101006, 2)]",100999,4,du,"[100999, 101001, 101003, 101006]","
 caminhos, rolan[do], carregan[do] ou amontoan[do] pedras, rasgan[do] a terra a",77234
157,"[(101835, 0), (101837, 1), (101838, 0), (101839, 1), (101841, 0), (101842, 0)]",101835,6,a,"[101835, 101837, 101838, 101839, 101841, 101842]",".
 João [a]bade
 di[a] [a] di[a] chegavam [a]o [ar]raial singulares recém-",77879
158,"[(101968, 0), (101969, 0), (101970, 0), (101971, 0)]",101968,4,a,"[101968, 101969, 101970, 101971]"," de onde fugira [a]pós [ha]ver [as]sassinado [a] noiva, o",77985
159,"[(102002, 0), (102004, 2), (102005, 3), (102008, 0)]",102002,4,a,"[102002, 102004, 102005, 102008]"," bitesgas, sem [a]bandonar o povo[a]do exerci[a]- lhe [a]bsoluto domínio que estendia",78012
160,"[(102522, 2), (102523, 0), (102526, 0), (102529, 0)]",102522,4,a,"[102522, 102523, 102526, 102529]"," Rezas
 Nesta situ[a]ção [a]flitíssima, saiu [a] campo, [a]lentando os combatentes robustos",78407
161,"[(102541, 1), (102541, 4), (102544, 0), (102545, 0), (102547, 0)]",102541,5,a,"[102541, 102541, 102544, 102545, 102547]"," legião fragílima da be[a]tari[a] numerosa. [a]o [a]noitecer, [a]cesas as fogueiras,",78422
162,"[(102599, 1), (102603, 0), (102605, 0), (102607, 0)]",102599,4,a,"[102599, 102603, 102605, 102607]"," pinho coberta de to[a]lha alvíssima.
 [a]beirava- [a], [a]o findar dos terços",78463
163,"[(102770, 0), (102772, 1), (102775, 1), (102777, 1)]",102770,4,a,"[102770, 102772, 102775, 102777]"," armas.
 [a] partida re[a]lizar- se i[a] no di[a] subseqüente, irrevogavelmente",78586
164,"[(103695, 4), (103697, 0), (103701, 0), (103702, 3)]",103695,4,a,"[103695, 103697, 103701, 103702]"," de uma cacimba facultari[a]
 [a] alta.
 [a] travessi[a] foi penosamente feita",79303
165,"[(104684, 0), (104684, 2), (104685, 1), (104686, 3)]",104684,4,tSi,"[104684, 104684, 104685, 104686]","
.
 [ti]ran[te] es[te] inciden[te] o dia passou",80055
166,"[(104710, 0), (104711, 0), (104712, 1), (104714, 1)]",104710,4,a,"[104710, 104711, 104712, 104714]"," o esquadrão que [a]té [a]li vi[a]jara em mu[a]res imprestáveis
 E",80079
167,"[(104785, 0), (104787, 0), (104787, 4), (104789, 0)]",104785,4,a,"[104785, 104787, 104787, 104789]"," do
 Vigário [a] tropa [a]balari[a], [a] 3, para",80143
168,"[(105198, 3), (105199, 0), (105201, 2), (105203, 3)]",105198,4,da,"[105198, 105199, 105201, 105203]"," coronel Tamarindo, separa[da] [da]
 esquer[da], dirigi[da] pelo capitão Felipe",80460
169,"[(105254, 1), (105256, 0), (105257, 3), (105259, 0), (105262, 0), (105263, 0)]",105254,6,a,"[105254, 105256, 105257, 105259, 105262, 105263]"," na vanguarda, i[a] entre [a] companhi[a] de [a]tiradores e
 [a] [a]la direita do 7",80501
170,"[(105562, 0), (105563, 1), (105567, 0), (105569, 0), (105572, 2)]",105562,5,a,"[105562, 105563, 105567, 105569, 105572]"," de sílabas emitidas [à] mei[a]
 voz, [a]qui, [a]li, repentinamente salte[a]das de risos joviais",80743
171,"[(105903, 0), (105906, 0), (105909, 0), (105912, 0)]",105903,4,E,"[105903, 105906, 105909, 105912]","
 bota— [é] desordenado, [é] revolto, [é] turbulento, [é] um garoto heróico",81006
172,"[(106482, 0), (106483, 0), (106485, 0), (106488, 0), (106489, 0)]",106482,5,a,"[106482, 106483, 106485, 106488, 106489]"," expedição, ou [a]li [a]guardando- [a], que [a]proveitara [a]
 conformação favorável",81440
173,"[(107327, 0), (107328, 0), (107329, 1), (107330, 2)]",107327,4,a,"[107327, 107328, 107329, 107330]", invés de reprimir [a] [a]gitação i[a] ampli[á]- la.,82091
174,"[(107570, 0), (107571, 3), (107573, 0), (107574, 3)]",107570,4,a,"[107570, 107571, 107573, 107574]"," Dispersa na frente [a] companhi[a] de [a]tiradores revolvi[a] as moiteiras,",82267
175,"[(107618, 0), (107620, 0), (107623, 0), (107624, 0), (107625, 0)]",107618,5,a,"[107618, 107620, 107623, 107624, 107625]"," ardilosa, armada [a]
 [ar]rebatá- la [a]té [a]o [ar]raial naquelas condições desfavoráveis",82304
176,"[(107707, 0), (107708, 4), (107710, 0), (107713, 1), (107716, 0)]",107707,5,a,"[107707, 107708, 107710, 107713, 107716]"," armas, que [a] cavalari[a], [à] retaguarda, i[a] recolhendo, [à] medida que encontrava",82375
177,"[(107925, 0), (107927, 0), (107930, 0), (107930, 4)]",107925,4,a,"[107925, 107927, 107930, 107930]"," expedições anteriores não [ha]viam logrado [a]tingir.
 [a]pareci[a], de improviso",82536
178,"[(108294, 3), (108299, 0), (108301, 1), (108302, 0)]",108294,4,du,"[108294, 108299, 108301, 108302]"," tibicuera triste. defrontan[do]- as.
 [do] outro la[do] [do] rio, breve",82823
179,"[(108343, 0), (108345, 0), (108346, 2), (108347, 0)]",108343,4,a,"[108343, 108345, 108346, 108347]"," de um jardim [a]greste. [a]í caí[a] [a]
 encosta de",82863
180,"[(108376, 3), (108378, 0), (108380, 0), (108380, 3)]",108376,4,a,"[108376, 108378, 108380, 108380]"," últimos rebentos da serrani[a] tinham [a] denominação [a]propri[a]da de
 Pelados",82889
181,"[(108623, 4), (108624, 3), (108626, 0), (108629, 2)]",108623,4,a,"[108623, 108624, 108626, 108629]"," troar solene da artilhari[a] estrugi[a] os [a]res;
 rebo[a]va longamente por todo",83076
182,"[(109905, 3), (109908, 0), (109910, 0), (109912, 0)]",109905,4,a,"[109905, 109908, 109910, 109912]","
 Esta foi inici[a]da heroicamente, [a]balando toda [a] tropa [a]o ressoar das cornetas",84040
183,"[(110277, 0), (110282, 0), (110286, 0), (110290, 0), (110292, 1), (110294, 0)]",110277,6,lu,"[110277, 110282, 110286, 110290, 110292, 110294]"," fácil investi- [lo],
 batê- [lo], dominá- [lo], varejá- [lo], a[lu]í- [lo]; era dificílimo",84333
184,"[(110372, 0), (110372, 3), (110374, 0), (110377, 0), (110377, 3)]",110372,5,a,"[110372, 110372, 110374, 110377, 110377]"," o rio. [a]traí[a] os [as]saltos; e [a]traí[a]
 irreprimivelmente o",84403
185,"[(110779, 0), (110781, 0), (110782, 0), (110784, 0), (110785, 1), (110788, 0)]",110779,6,a,"[110779, 110781, 110782, 110784, 110785, 110788]"," suspensas uns, [a]tirando outros [a]o [a]caso, [à] to[a], para [a] frente; e",84701
186,"[(111113, 0), (111115, 0), (111117, 0), (111118, 0), (111120, 0)]",111113,5,a,"[111113, 111115, 111117, 111118, 111120]","
 foiçadas; [a]ferroando- [a] com [a] [a]guilhada; [ar]remessando- lhe em",84947
187,"[(111283, 0), (111283, 2), (111286, 0), (111286, 4), (111287, 2), (111288, 0)]",111283,6,a,"[111283, 111283, 111286, 111286, 111287, 111288]"," fresca. Não [ha]vi[a] resistir. [a]tabalho[a]damente fazi[a] [a]
 refeição num",85075
188,"[(111448, 0), (111449, 3), (111452, 0), (111455, 0)]",111448,4,a,"[111448, 111449, 111452, 111455]",", novos
 [a]gressores entocai[a]dos; ou [ar]rolavam- se [a]trevidamente, dispersando o",85192
189,"[(111890, 0), (111893, 0), (111894, 0), (111895, 0), (111895, 3), (111896, 0), (111897, 0)]",111890,7,a,"[111890, 111893, 111894, 111895, 111895, 111896, 111897]"," velha.
 [a]lém disto, [a] [a]ção [a]brangi[a] [a]penas [a] metade do arraial",85522
190,"[(112021, 0), (112022, 0), (112023, 2), (112024, 0)]",112021,4,a,"[112021, 112022, 112023, 112024]", aquele lado do [ar]raial [a] situ[a]ção [a]clarava- se.,85622
191,"[(112587, 0), (112587, 2), (112589, 3), (112594, 0)]",112587,4,a,"[112587, 112587, 112589, 112594]"," crise, não [ha]vi[a] mais remedi[á]- la.
 [a] polícia, investindo",86050
192,"[(113078, 0), (113081, 3), (113083, 4), (113085, 3)]",113078,4,du,"[113078, 113081, 113083, 113085]"," improviso, fora [do] leito, borbulhan[do], acachoan[do], estrugin[do]...",86408
193,"[(114822, 0), (114822, 2), (114823, 1), (114825, 0)]",114822,4,a,"[114822, 114822, 114823, 114825]",", que não [ha]vi[a] re[a]gir contra [ad]versários por tal forma",87712
194,"[(115023, 0), (115025, 0), (115027, 3), (115031, 0)]",115023,4,a,"[115023, 115025, 115027, 115031]"," embaixo, não [a] perturbara [a]inda, pareci[a]

 confiar [a]penas na celeridade do",87863
195,"[(115630, 0), (115633, 0), (115634, 3), (115637, 0)]",115630,4,a,"[115630, 115633, 115634, 115637]", escapar- se [a] salvo. [a]quela bateri[a] libertava- [a]. De encontro,88314
196,"[(115663, 0), (115667, 0), (115670, 2), (115673, 2), (115676, 0)]",115663,5,a,"[115663, 115667, 115670, 115673, 115676]"," parava,
 [a]dunava- se, [a]volumando, e recu[a]va, e parti[a]- se [a] onda rugidora dos",88338
197,"[(115918, 0), (115922, 0), (115923, 3), (115924, 0)]",115918,4,a,"[115918, 115922, 115923, 115924]"," rumo; impossibilitavam [a] marcha.
 [a] bateri[a] [a]final parou. Os",88529
198,"[(119120, 1), (119123, 2), (119124, 2), (119126, 1)]",119120,4,ra,"[119120, 119123, 119124, 119126]"," fato. Canudos e[ra] uma
 tape[ra] mise[rá]vel, fo[ra] dos nossos mapas",90926
199,"[(120006, 0), (120007, 2), (120009, 4), (120011, 0)]",120006,4,a,"[120006, 120007, 120009, 120011]"," à medida que [a] situ[a]ção se esclareci[a]. [a] pouco e
",91604
200,"[(121525, 0), (121526, 0), (121529, 1), (121530, 0), (121531, 1), (121532, 0), (121537, 3), (121540, 0)]",121525,8,a,"[121525, 121526, 121529, 121530, 121531, 121532, 121537, 121540]"," espadas. E [a] [a]nimadversão gratuita, di[a] [a] di[a] [a]volumando- se,
 traduzi[a]- se [a]o cabo em desacatos",92733
201,"[(121730, 0), (121731, 0), (121733, 0), (121736, 1)]",121730,4,dZi,"[121730, 121731, 121733, 121736]"," em ordem do [di]a [de] 5 [de] abril, pô[de] organizar a expedição",92887
202,"[(122132, 0), (122134, 0), (122134, 5), (122137, 0), (122138, 3)]",122132,5,a,"[122132, 122134, 122134, 122137, 122138]"," de reunida em [a]racaju, [a]travessari[a] Sergipe
 [a]té jeremo[a]bo.
 Destas",93190
203,"[(122403, 1), (122404, 0), (122405, 0), (122408, 0)]",122403,4,a,"[122403, 122404, 122405, 122408]",", e, re[a]gindo [a]os [as]saltos
 feitos [a]penas por um único",93401
204,"[(122821, 0), (122825, 0), (122829, 0), (122833, 0), (122837, 0)]",122821,5,lujs,"[122821, 122825, 122829, 122833, 122837]"," preciso completá- [los], armá- [los], vesti- [los], municiá- [los], adestrá- [los]
 e instruí",93724
205,"[(123172, 0), (123175, 3), (123178, 0), (123178, 2)]",123172,4,a,"[123172, 123175, 123178, 123178]"," Sergipe, se [a]beirava
 de jeremo[a]bo, não [ha]vi[a] em Monte Santo",93997
206,"[(123357, 0), (123358, 2), (123361, 0), (123363, 0)]",123357,4,a,"[123357, 123358, 123361, 123363]"," irrequieto demais para [a]quela pati[a]. E [a]o chegar [a] Maçacará, depois",94151
207,"[(123507, 3), (123508, 0), (123509, 0), (123511, 0)]",123507,4,a,"[123507, 123508, 123509, 123511]"," quão útil se tornari[a] [a]o [ad]versário
 [a]lentado por três vitórias",94274
208,"[(124315, 2), (124317, 0), (124320, 0), (124321, 1)]",124315,4,a,"[124315, 124317, 124320, 124321]"," das operações em situ[a]ção
 [a]bsolutamente inverossímil— [à] mei[a] ração. Marcharam",94913
209,"[(124519, 0), (124520, 0), (124523, 0), (124526, 0), (124527, 0)]",124519,5,a,"[124519, 124520, 124523, 124526, 124527]"," couro, firmemente [a]presilhados [a]o queixo, [ha]bilitando- o [a] [ar]remessar- se,",95066
210,"[(124953, 2), (124955, 1), (124957, 3), (124957, 4)]",124953,4,da,"[124953, 124955, 124957, 124957]"," só requeria
 estra[da] de ro[da]gem, consoli[da][da] e firme.",95397
211,"[(125103, 0), (125104, 0), (125107, 0), (125108, 2)]",125103,4,a,"[125103, 125104, 125107, 125108]"," infatigável,
 [a]lheio [a] temores, [a]quele campe[a]dor, que se",95509
212,"[(125212, 0), (125216, 0), (125216, 3), (125219, 0)]",125212,4,a,"[125212, 125216, 125216, 125219]","
 que com [a] vida.
 [a]traí[a]- o [a]quela natureza original.",95592
213,"[(125894, 0), (125895, 0), (125896, 0), (125897, 0)]",125894,4,a,"[125894, 125895, 125896, 125897]"," mil combatentes, [a]vançou [a]té [a]o [a]racati, 46
",96127
214,"[(125982, 1), (125985, 0), (125986, 3), (125987, 0)]",125982,4,du,"[125982, 125985, 125986, 125987]",", sob o man[do]
 direto [do] deputa[do] [do] quartel mestre general",96194
215,"[(126126, 0), (126127, 0), (126130, 0), (126131, 2)]",126126,4,e,"[126126, 126127, 126130, 126131]"," bruta, selvagem [e] [he]róica, cavaleira [e] despi[e]dada, dos primeiros",96310
216,"[(126460, 0), (126462, 0), (126464, 2), (126465, 0), (126465, 3), (126466, 0), (126469, 0)]",126460,7,a,"[126460, 126462, 126464, 126465, 126465, 126466, 126469]"," ocasião, mais [a]vantajada, [a] Brigada gouvei[a] [a]tingi[a] [a] Gitirana, [à] noite, onde",96563
217,"[(126648, 0), (126649, 4), (126652, 0), (126653, 4)]",126648,4,a,"[126648, 126649, 126652, 126653]",", no centro [a] cavalari[a] e
 [a] artilhari[a]; depois dois",96712
218,"[(127153, 1), (127155, 0), (127156, 4), (127158, 0), (127160, 0), (127161, 0)]",127153,6,a,"[127153, 127155, 127156, 127158, 127160, 127161]"," melhores condições de vi[a]bilidade. [a] artilhari[a] por [a]li só [a]vançou [a]o cair da
",97098
219,"[(127428, 1), (127430, 0), (127433, 0), (127436, 0)]",127428,4,a,"[127428, 127430, 127433, 127436]",".
 No di[a] 24 [a]gravou- se [a] marcha. [a] coluna, que",97303
220,"[(127794, 0), (127796, 0), (127798, 4), (127801, 0), (127802, 0)]",127794,5,a,"[127794, 127796, 127798, 127801, 127802]"," estrada, tendo [a]o encalço [a]
 artilhari[a], que [a] [a]tropelava impaciente. O",97590
221,"[(128100, 0), (128101, 0), (128102, 1), (128105, 0)]",128100,4,a,"[128100, 128101, 128102, 128105]"," que se prolongaram [a]té [a]o di[a] seguinte, [a] todos contrariando,",97840
222,"[(128117, 0), (128119, 0), (128121, 0), (128122, 0)]",128117,4,a,"[128117, 128119, 128121, 128122]",- estar e [a]borrecimentos. [a]í também [a]campou [a] brigada de artilharia,97853
223,"[(128791, 0), (128793, 0), (128793, 3), (128795, 0)]",128791,4,a,"[128791, 128793, 128793, 128795]"," fracionada: enquanto [a] vanguarda [a]tingi[a], [a]o
 entardecer,",98360
224,"[(129843, 0), (129844, 0), (129848, 0), (129851, 0), (129854, 0), (129856, 0)]",129843,6,a,"[129843, 129844, 129848, 129851, 129854, 129856]"," tiroteios escassos e [a]celerava [a] investida.
 [a]proximava- se [a] noite. [a] vanguarda [ar]remeteu com as últimas",99158
225,"[(129909, 3), (129912, 0), (129915, 1), (129917, 2)]",129909,4,du,"[129909, 129912, 129915, 129917]"," um plano levemente inclina[do], entre [du]as
 largas on[du]lações, fecha[do] adiante por alguns",99208
226,"[(130512, 4), (130515, 0), (130518, 0), (130519, 0), (130521, 0)]",130512,5,a,"[130512, 130515, 130518, 130519, 130521]"," paralelas.
 fuzilari[a]
 Por [a]li enveredou, [a]o [a]noitecer, [a] testa da coluna",99668
227,"[(130667, 0), (130668, 0), (130672, 0), (130673, 0)]",130667,4,a,"[130667, 130668, 130672, 130673]",". Desenvolvendose em [a]tiradores [a]vançaram, disparando, [a]o [a]caso, as armas",99788
228,"[(131504, 0), (131507, 0), (131509, 0), (131511, 0), (131512, 0)]",131504,5,a,"[131504, 131507, 131509, 131511, 131512]"," de prosseguirem, [a]venturando- se [a] piores [as]saltos e [a]bandonando [a] retaguarda,
",100426
229,"[(131939, 1), (131940, 3), (131941, 0), (131942, 4)]",131939,4,a,"[131939, 131940, 131941, 131942]"," boca. No di[a] imedi[a]to [as]saltariam simultane[a]mente
 por dois",100764
230,"[(132996, 0), (132998, 0), (132999, 0), (133001, 3)]",132996,4,a,"[132996, 132998, 132999, 133001]"," deliberava. Todos [a]giam. [a]o [a]caso, estonte[a]damente, sem campo",101582
231,"[(134719, 2), (134721, 3), (134724, 3), (134726, 3)]",134719,4,du,"[134719, 134721, 134724, 134726]"," chefe e um solda[do]: arroja[do] e
 refleti[do], impávi[do] e prudente,",102915
232,"[(134759, 0), (134760, 2), (134761, 1), (134762, 0)]",134759,4,a,"[134759, 134760, 134761, 134762]"," depois de
 [ha]ver plane[a]do fri[a]mente [a] manobra.
",102947
233,"[(134884, 0), (134886, 0), (134888, 0), (134890, 0)]",134884,4,a,"[134884, 134886, 134888, 134890]"," luta.
 [a]ligeirou- [a]; [a]destrou- [a]; e como",103038
234,"[(135278, 0), (135278, 1), (135280, 0), (135280, 1)]",135278,4,ko,"[135278, 135278, 135280, 135280]"," surpreender.
 [co][co]robó
 [co][co]robó, nome que",103351
235,"[(136727, 0), (136729, 4), (136732, 0), (136736, 3)]",136727,4,a,"[136727, 136729, 136732, 136736]"," demais cerradas. [a] justeza substituí[a]- lhe [a]
 quantidade. percebi[a]- se que",104467
236,"[(137102, 3), (137104, 1), (137106, 0), (137109, 0)]",137102,4,a,"[137102, 137104, 137106, 137109]"," alvitre do momento resumi[a]se no re[a]gir, [ar]rastando tudo, [a]o bárbaro fuzilamento.",104753
237,"[(138084, 0), (138086, 2), (138088, 0), (138089, 3), (138091, 0)]",138084,5,a,"[138084, 138086, 138088, 138089, 138091]"," suspensas e sem [a]tirar, venci[a] velozmente [a] distanci[a] que [a] separava do
",105509
238,"[(138133, 0), (138136, 0), (138138, 0), (138139, 1)]",138133,4,a,"[138133, 138136, 138138, 138139]"," conservou em toda [a] campanha, [a]travessou com [a] su[a] gente todo o",105548
239,"[(138272, 0), (138273, 4), (138275, 0), (138279, 0)]",138272,4,a,"[138272, 138273, 138275, 138279]",", por onde [a]creditavam investiri[a] toda [a]
 tropa. [a] 4. ª",105654
240,"[(138541, 2), (138543, 2), (138545, 3), (138547, 2)]",138541,4,a~,"[138541, 138543, 138545, 138547]"," deslizavam- lhes adi[an]te, recu[an]do, negace[an]do, apoi[an]do- se
",105846
241,"[(138554, 0), (138557, 0), (138558, 0), (138558, 2)]",138554,4,a,"[138554, 138557, 138558, 138558]"," em todos os [a]cidentes, deslocando [a] [á]re[a] do combate,",105854
242,"[(139317, 0), (139319, 0), (139319, 2), (139320, 0)]",139317,4,a,"[139317, 139319, 139319, 139320]"," arma branca
 [a]queles centauros [a]pe[a]dos [ar]remetem com os contrários",106427
243,"[(140023, 0), (140024, 0), (140025, 0), (140025, 2)]",140023,4,a,"[140023, 140024, 140025, 140025]",". inapta para [a]branger [a] [á]re[a] extensíssima do
",106960
244,"[(140115, 3), (140117, 0), (140120, 0), (140121, 0), (140122, 0)]",140115,5,a,"[140115, 140117, 140120, 140121, 140122]"," de ladeiras, pareci[a] desejarem [ar]rebatá- los [a]té [a]o [ar]raial,
 exaustos",107027
245,"[(140618, 1), (140619, 3), (140620, 1), (140622, 2)]",140618,4,du,"[140618, 140619, 140620, 140622]"," dia 28, ten[do] avança[do] ce[do] e toma[do] posição em pequeno",107410
246,"[(140752, 0), (140755, 0), (140755, 3), (140758, 0)]",140752,4,a,"[140752, 140755, 140755, 140758]", Impusera- se [a]o inimigo; [a]feiço[a]ra- se [a]o caráter excepcional da,107516
247,"[(140778, 0), (140779, 0), (140782, 3), (140783, 0)]",140778,4,a,"[140778, 140779, 140782, 140783]"," e prolongara ininterruptamente [a]té [à]quele
 ponto poderi[a] [ar]rebatá- la,",107538
248,"[(141041, 0), (141042, 0), (141045, 3), (141048, 0)]",141041,4,a,"[141041, 141042, 141045, 141048]"," em que se [a]chava [a]quela, exigindo imedi[a]to socorro. [a] nova era inverossímil",107732
249,"[(142869, 3), (142872, 0), (142872, 2), (142874, 0)]",142869,4,a,"[142869, 142872, 142872, 142874]",", cujas patas entalo[a]das eram
 [a]me[a]ça permanente [a]os feridos que lhes",109148
250,"[(142922, 0), (142922, 3), (142925, 0), (142927, 0)]",142922,4,a,"[142922, 142922, 142925, 142927]"," expressivos, não [a]vali[a]ra

 [a]inda bem [a] pervicácia feroz dos",109187
251,"[(143013, 2), (143017, 0), (143018, 0), (143019, 0)]",143013,4,a,"[143013, 143017, 143018, 143019]"," um calhau numa colmei[a]. O
 [a]campamento [a]té [à]quele momento em relativa",109262
252,"[(143667, 0), (143670, 3), (143672, 0), (143674, 3), (143677, 0)]",143667,5,a,"[143667, 143670, 143672, 143674, 143677]",".
 Laçada [a] presa, distendi[a] os [a]néis; permiti[a]- lhe [a] exaustão do movimento",109755
253,"[(143732, 0), (143736, 0), (143740, 0), (143741, 0)]",143732,4,a,"[143732, 143736, 143740, 143741]"," e novamente o [a]trair, retrátil, [ar]rastando- o— [a]té [a]o
 exaurir completo",109804
254,"[(143915, 1), (143917, 1), (143920, 3), (143922, 1), (143924, 1)]",143915,5,dus,"[143915, 143917, 143920, 143922, 143924]"," que rolavam de to[dos] os la[dos], foram repeli[dos] para to[dos] os la[dos].
 Para",109945
255,"[(144061, 1), (144063, 0), (144064, 1), (144065, 0)]",144061,4,a,"[144061, 144063, 144064, 144065]"," algum, desmoralizava di[a]
 [a] di[a] [a] expedição, lhe",110050
256,"[(144126, 0), (144127, 3), (144128, 0), (144129, 0)]",144126,4,a,"[144126, 144127, 144128, 144129]"," se: o [as]salto imedi[a]to [a]o [ar]raial.
 Seja",110103
257,"[(144150, 0), (144151, 4), (144153, 2), (144155, 0)]",144150,4,a,"[144150, 144151, 144153, 144155]"," bem dispostas; [a] artilhari[a]
 podi[a] continuar [a] bombardear Canudos durante",110121
258,"[(144172, 0), (144173, 0), (144176, 0), (144176, 2)]",144172,4,a,"[144172, 144173, 144176, 144176]",- se um [a]taque [à] cidadela. [ha]vi[a] para isto a,110139
