,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
241,"[(69247, 0), (69249, 0), (69250, 0), (69251, 2)]",69247,4,a,"[69247, 69249, 69250, 69251]"," De espaço
 [a] espaço [a] [a]gitação cresci[a], como se",52950
242,"[(69258, 0), (69259, 0), (69259, 3), (69261, 0)]",69258,4,a,"[69258, 69259, 69259, 69261]"," o tumulto invadisse [a] [as]sembléi[a], [ads]trito às fórmulas de",52960
243,"[(69493, 0), (69497, 2), (69499, 0), (69502, 0)]",69493,4,a,"[69493, 69497, 69499, 69502]"," da latada junto [à] porta do
 santu[á]rio, [a]berta e enquadrando [a] figura singular de",53138
244,"[(70002, 5), (70006, 3), (70009, 2), (70010, 2)]",70002,4,tu,"[70002, 70006, 70009, 70010]"," traço superior do acontecimen[to]. Abreviamos o espíri[to] ao
 concei[to] estrei[to] de uma preocupação",53534
245,"[(70458, 0), (70458, 2), (70462, 0), (70465, 0)]",70458,4,a,"[70458, 70458, 70462, 70465]"," O Brasil ficou [a]tô[a]!

 [a] República era [a] impiedade:
",53886
246,"[(71189, 0), (71193, 0), (71197, 0), (71200, 0)]",71189,4,a,"[71189, 71193, 71197, 71200]"," porta da capela [a]brindo- lhes extensa [a]la.
 Do [a]juntamento temeroso parte [a]nimadora saudação de paz",54429
247,"[(71472, 0), (71476, 0), (71477, 0), (71479, 1)]",71472,4,a,"[71472, 71476, 71477, 71479]"," exigir melhores preliminares [à] missão.
 [a]quele [a]gasalho era mei[a] vitória. Mas",54645
248,"[(71484, 0), (71486, 0), (71492, 0), (71494, 0)]",71484,4,a,"[71484, 71486, 71492, 71494]",". Mas coube [a]o missionário [a]nulá- la, desajeitadamente. [a]o
 [a]tingirem o coro,",54654
249,"[(71774, 0), (71778, 0), (71780, 0), (71782, 0)]",71774,4,a,"[71774, 71778, 71780, 71782]",". Sobresteve- [a], porém, [a] placidez [ad]mirável, [a] mansuetude— por",54881
250,"[(72068, 1), (72070, 1), (72073, 1), (72076, 1)]",72068,4,si,"[72068, 72070, 72073, 72076]",". Monte- mar[ci]ano, nes[se] remoer nulíssimas con[si]derações políticas, in[sci]ente da
 significação",55095
251,"[(72332, 0), (72338, 0), (72338, 3), (72340, 0)]",72332,4,a,"[72332, 72338, 72338, 72340]"," de quem vai [à] guerra...
 [as]sisti[a]- [a] também o Conselheiro",55292
252,"[(72405, 3), (72408, 0), (72409, 0), (72414, 0)]",72405,4,a,"[72405, 72408, 72409, 72414]"," privilégio, se permiti[a] sulcar de [a]partes [a] oratória sagrada.
 [as]sim que, praticando",55344
253,"[(72536, 1), (72537, 0), (72540, 0), (72543, 2)]",72536,4,a,"[72536, 72537, 72540, 72543]"," inteligência com este i[a] [a]brir
 caminho [à] tropa que viri[a] de surpresa prender",55448
254,"[(72570, 0), (72572, 0), (72574, 4), (72578, 0)]",72570,4,a,"[72570, 72572, 72574, 72578]"," se com ela [a]cirrando- [a]
 temerari[a]mente. Escolheu como [as]sunto da prédica subsequente",55475
255,"[(72617, 0), (72618, 1), (72620, 3), (72622, 2), (72624, 0), (72626, 0), (72629, 0)]",72617,7,a,"[72617, 72618, 72620, 72622, 72624, 72626, 72629]"," registrar.
 [a] re[a]ção foi imedi[a]ta. chefi[a]va- [a] João [a]bade, cujo [a]pito vibrando e na",55512
256,"[(72843, 0), (72845, 0), (72846, 0), (72855, 2)]",72843,4,dZi,"[72843, 72845, 72846, 72855]","- se ao [di]vino Mestre [di]ante [de], lerusalém...

 Mas amal[di]çoou...",55681
257,"[(72888, 1), (72890, 0), (72894, 1), (72898, 4)]",72888,4,a,"[72888, 72890, 72894, 72898]",". Preparativos da re[a]ção. [a] guerra das
 ca[a]tingas. IV. autonomi[a] duvidosa.
",55703
258,"[(73081, 0), (73082, 0), (73085, 0), (73086, 3)]",73081,4,a,"[73081, 73082, 73085, 73086]", mais do que [a]maninhar [a] terra com [a] ruinari[a] das catas e,55850
259,"[(73812, 3), (73816, 2), (73818, 4), (73822, 2)]",73812,4,da,"[73812, 73816, 73818, 73822]"," que mesmo quando abrangi[da] pelas secas, desnu[da] e empobreci[da],

 ain[da] lhe sustenta os",56426
260,"[(74021, 0), (74022, 0), (74023, 0), (74025, 0)]",74021,4,a,"[74021, 74022, 74023, 74025]"," as
 algaras [a]venturosas [a]lugando [a] bravura [a]os potentados, e",56591
261,"[(74958, 2), (74960, 4), (74961, 1), (74964, 0)]",74958,4,du,"[74958, 74960, 74961, 74964]"," surpreende que hajam cresci[do], avassalan[do] to[do] o vale [do] S. Francisco",57304
262,"[(75166, 0), (75167, 3), (75168, 0), (75169, 1)]",75166,4,da,"[75166, 75167, 75168, 75169]"," dos
 representantes [da] autori[da]de [da]quela ci[da]de. Mas ao",57464
263,"[(75244, 1), (75245, 0), (75246, 0), (75249, 0), (75252, 0), (75254, 0), (75258, 0), (75263, 0), (75264, 2), (75267, 2), (75268, 0), (75271, 0), (75274, 2), (75277, 0), (75279, 4), (75280, 0)]",75244,16,a,"[75244, 75245, 75246, 75249, 75252, 75254, 75258, 75263, 75264, 75267, 75268, 75271, 75274, 75277, 75279, 75280]"," Conselho, fora co[a]gido [a] [a]bandonar
 precipitadamente [a] comarca, [as]saltada pelos [a]deptos daquele.
 [a]proveitou, por isto, [a] situ[a]ção, que surgi[a] [a] talho para [a] desafronta. sabi[a] que o [ad]versário
 revidari[a] [à] provocação mais ligeira",57529
264,"[(75293, 0), (75296, 0), (75298, 0), (75298, 2)]",75293,4,a,"[75293, 75296, 75298, 75298]"," violação do trato [a]quele retrucou com [a]
 [a]me[a]ça de uma investida",57567
265,"[(75375, 0), (75379, 2), (75381, 0), (75383, 0)]",75375,4,a,"[75375, 75379, 75381, 75383]"," fundados de que [a]quela florescente cidade
 seri[a] por [a]queles dias [as]saltada por gente de",57632
266,"[(75596, 0), (75601, 0), (75603, 2), (75604, 0), (75607, 0)]",75596,5,a,"[75596, 75601, 75603, 75604, 75607]"," Pires Ferreira, [a] força
 preparada, [a] qual devi[a] [a]li proceder de [a]cordo com o juiz",57814
267,"[(75620, 0), (75621, 1), (75625, 0), (75628, 0)]",75620,4,a,"[75620, 75621, 75625, 75628]"," oficial, chegando [a]o ju[a]zeiro, combinou com [a]quela autoridade seguir [a]o
 encontro dos",57833
268,"[(75741, 1), (75745, 1), (75746, 0), (75747, 1), (75748, 2)]",75741,5,a,"[75741, 75745, 75746, 75747, 75748]"," mais interessantes de su[a] vida romanesca; di[a] [a] di[a] ampli[a]ra o
 domínio",57927
269,"[(75820, 0), (75821, 3), (75825, 0), (75825, 2)]",75820,4,a,"[75820, 75821, 75825, 75825]",", de Itapicuru [a] jeremo[a]bo, não
 [ha]vi[a] uma só vila",57990
270,"[(75859, 1), (75861, 0), (75863, 2), (75869, 1)]",75859,4,dZi,"[75859, 75861, 75863, 75869]"," templo ou a dá[di]va providencial [de] um açu[de];
 insurgira- se des[de] muito, atrevidamente",58022
271,"[(76006, 0), (76011, 0), (76013, 0), (76014, 2)]",76006,4,a,"[76006, 76011, 76013, 76014]"," fizera voltar, [a]bortícia, em 1895, [a] missão [a]postólica plane[a]da pelo arcebispo
",58136
272,"[(76110, 2), (76111, 0), (76111, 2), (76116, 0), (76119, 0)]",76110,5,a,"[76110, 76111, 76111, 76116, 76119]"," fiéis que o rode[a]vam [ha]vi[a], em
 toda [a] parte, [a] cumplicidade obrigatória dos",58221
273,"[(76413, 0), (76414, 0), (76420, 0), (76423, 0), (76424, 2), (76427, 0)]",76413,6,a,"[76413, 76414, 76420, 76423, 76424, 76427]"," subtraindo- se [a]o [as]salto iminente.
 Aumentou- [a]. Conhecendo [a] situ[a]ção, os [ha]bitantes viram, de",58453
274,"[(76508, 0), (76510, 0), (76512, 0), (76514, 0), (76516, 0), (76517, 1)]",76508,6,a,"[76508, 76510, 76512, 76514, 76516, 76517]"," de elementos essenciais [à] marcha [a]li retiveram [a] força [a]té
 [a]o di[a] 12 em que",58525
275,"[(76628, 1), (76632, 0), (76637, 0), (76639, 1)]",76628,4,a,"[76628, 76632, 76637, 76639]"," Pelos tabuleiros o di[a] desdobra- se [a]brasador, sem sombras; [a] terra nu[a]
 reverbera os",58623
276,"[(76704, 0), (76705, 0), (76709, 1), (76711, 0)]",76704,4,a,"[76704, 76705, 76709, 76711]",". É forçoso [a]vançar [a] despeito das
 so[a]lheiras fortes [a]té às cacimbas dos",58684
277,"[(76931, 0), (76934, 0), (76936, 1), (76937, 0)]",76931,4,a,"[76931, 76934, 76936, 76937]","
 uma flora [a]terradora.
 [a] própria ca[a]tinga [as]sume um aspecto novo",58856
278,"[(76999, 0), (77001, 0), (77003, 1), (77005, 1)]",76999,4,a,"[76999, 77001, 77003, 77005]"," expedição penetrou- [a] logo [a]o segundo di[a] de vi[a]gem, quando,",58910
279,"[(77099, 0), (77102, 0), (77104, 0), (77105, 0)]",77099,4,a,"[77099, 77102, 77104, 77105]"," la, ou [a]terrados pelas novas [a]larmantes, [ha]viam [a]balado
 para o",58985
280,"[(77119, 0), (77120, 0), (77121, 0), (77125, 0)]",77119,4,a,"[77119, 77120, 77121, 77125]"," cabras, únicos [a]nimais [a]feitos [à]quele clima
 e [à]quele solo.
",59002
281,"[(77514, 2), (77515, 0), (77516, 3), (77520, 0), (77524, 1)]",77514,5,a,"[77514, 77515, 77516, 77520, 77524]"," breve descanso, devi[a] [a]balar imedi[a]tamente para Canudos, [a]o
 alvorecer do di[a] subseqüente, 20",59309
282,"[(77897, 0), (77899, 0), (77902, 0), (77902, 3)]",77897,4,a,"[77897, 77899, 77902, 77902]"," penitência, dessas [a] que [há] muito se [a]feiço[a]ram
 os matutos",59592
283,"[(78013, 0), (78017, 0), (78020, 0), (78023, 0)]",78013,4,dZi,"[78013, 78017, 78020, 78023]"," Os combatentes armados [de] velhas espingardas, [de]
 chuços [de] vaqueiros, [de] foices e varapaus",59684
284,"[(78169, 0), (78172, 2), (78175, 0), (78177, 0)]",78169,4,a,"[78169, 78172, 78175, 78177]"," não revelava lutadores [a] postos. dormi[a].
 [a] multidão [a]proximou- se,",59802
285,"[(78908, 2), (78912, 3), (78914, 0), (78917, 0)]",78908,4,a,"[78908, 78912, 78914, 78917]",", os jagunços enfi[a]vam pelas ruas. contorne[a]vam o [ar]raial. Volviam [a]o
 largo,",60358
286,"[(79266, 0), (79267, 3), (79269, 1), (79273, 0)]",79266,4,a,"[79266, 79267, 79269, 79273]"," fuga.
 [a] travessi[a] para ju[a]zeiro fez- se [a] marchas, em",60616
287,"[(79383, 0), (79387, 0), (79390, 0), (79391, 0)]",79383,4,Re,"[79383, 79387, 79390, 79391]","
 Preparativos da [re]ação.
 O [re]vés de Uauá [re]queria [re]ação segura.
",60702
288,"[(79427, 0), (79428, 0), (79431, 0), (79434, 0)]",79427,4,a,"[79427, 79428, 79431, 79434]"," deste, resumindo [a] [a]gitação
 sertaneja [a] desordem vulgar [a]cessível às diligencias policiais",60736
289,"[(79434, 2), (79436, 3), (79437, 2), (79441, 0), (79445, 1)]",79434,5,si,"[79434, 79436, 79437, 79441, 79445]"," a desordem vulgar aces[sí]vel às diligen[ci]as poli[ci]ais, contrapunha- [se] aquele,
 con[si]derando- a mais",60742
290,"[(79616, 0), (79620, 1), (79621, 0), (79622, 1), (79626, 0)]",79616,5,a,"[79616, 79620, 79621, 79622, 79626]","- se informações [a]larmantes, dando, di[a] [a] di[a],
 realce [à] gravidade das coisas",60878
291,"[(79741, 2), (79746, 0), (79749, 0), (79754, 0)]",79741,4,dZi,"[79741, 79746, 79749, 79754]"," chefe da nova expe[di]ção, à
 frente [de] 243 praças [de] pré.
 Baldo [de] recursos e a",60977
292,"[(79826, 0), (79828, 1), (79829, 0), (79830, 0)]",79826,4,a,"[79826, 79828, 79829, 79830]","

 Esta [a]vançada já i[a] [ads]trita [a] um plano de",61044
293,"[(79842, 0), (79843, 2), (79845, 2), (79846, 0), (79847, 0)]",79842,5,a,"[79842, 79843, 79845, 79846, 79847]", do Distrito compreendera [a] situ[a]ção. plane[a]ra [a]tacar [a] revolta por dois,61058
294,"[(80096, 0), (80099, 4), (80101, 3), (80103, 4)]",80096,4,du,"[80096, 80099, 80101, 80103]"," as
 asperezas [do] solo, auxilian[do], reforçan[do] e esclarecen[do] a ação das",61256
295,"[(80613, 0), (80615, 0), (80618, 1), (80619, 0)]",80613,4,dZi,"[80613, 80615, 80618, 80619]",", virguladas
 [de] tinidos [de] armas, cin[di]das [de] risos joviais mal",61659
296,"[(81433, 0), (81437, 0), (81440, 4), (81445, 0)]",81433,4,si,"[81433, 81437, 81440, 81445]",". Alonga- [se]; afasta- [se];
 desapare[ce].
 Passam- [se] minutos. No",62254
297,"[(82112, 0), (82112, 2), (82116, 0), (82118, 0), (82120, 0), (82121, 0)]",82112,6,a,"[82112, 82112, 82116, 82118, 82120, 82121]"," ante o deserto [a]me[a]çador e estéril, [a]quela flora [a]gressiva
 [a]bre [a]o sertanejo um seio",62752
298,"[(82407, 0), (82410, 0), (82412, 0), (82415, 0)]",82407,4,a,"[82407, 82410, 82412, 82415]","
 o olhar [a]fogado no escuro [a]penas lobriga [a]
 fosforescência [a]zulada das cumanãs dependurando",62981
299,"[(82908, 0), (82908, 2), (82909, 0), (82910, 4)]",82908,4,a,"[82908, 82908, 82909, 82910]"," espantalho de uma [a]me[a]ça [à] soberani[a] do Estado,",63377
300,"[(82981, 0), (82985, 3), (82987, 0), (82988, 2), (82991, 0)]",82981,5,a,"[82981, 82985, 82987, 82988, 82991]"," turbulentos impunes. [a]demais ninguém
 se iludi[a] ante [a] situ[a]ção sertaneja. [a]cima do desequilibrado que",63436
301,"[(83016, 0), (83020, 0), (83023, 0), (83025, 2)]",83016,4,a,"[83016, 83020, 83023, 83025]"," e o
 [a]lastramento da novrose. [a] desordem local [a]inda, podi[a] ser núcleo de",63466
302,"[(83151, 0), (83152, 1), (83154, 0), (83155, 4)]",83151,4,a,"[83151, 83152, 83154, 83155]",", que traçara [a] su[a]
 [a]titude retiline[a]mente pela lei.",63573
303,"[(83212, 0), (83213, 0), (83215, 0), (83218, 0)]",83212,4,a,"[83212, 83213, 83215, 83218]","— que o [ad]versário [a]proveitara, [a]parelhando- se [a] um
 revide",63623
304,"[(83399, 2), (83402, 0), (83405, 1), (83407, 0)]",83399,4,a,"[83399, 83402, 83405, 83407]",".
 O povo[a]do de frei [a]polônio de Todi i[a], [a] partir daquela data",63754
305,"[(84125, 0), (84127, 0), (84129, 0), (84132, 0)]",84125,4,a,"[84125, 84127, 84129, 84132]"," el- dorado [a]petecido, [a]te que [a]polônio de Todi [a]
 transformasse em",64315
306,"[(84242, 2), (84246, 0), (84249, 0), (84250, 0)]",84242,4,a,"[84242, 84246, 84249, 84250]"," terra,
 altei[a]- se, [a]o longe, [a]crescida [a] altitude pelas várzeas",64408
307,"[(84260, 4), (84263, 0), (84266, 2), (84268, 0)]",84260,4,a,"[84260, 84263, 84266, 84268]",". Lança, retilíne[a],
 [a] linha de cume[a]das. [a] vertente oriental cai",64421
308,"[(84470, 0), (84473, 0), (84475, 0), (84476, 0)]",84470,4,a,"[84470, 84473, 84475, 84476]"," pouco
 no [a]zul puríssimo dos [a]res, [a]té [à] última, no",64577
309,"[(84551, 2), (84556, 0), (84559, 0), (84560, 0)]",84551,4,a,"[84551, 84556, 84559, 84560]","; e não sofrei[a] doloroso desapontamento.
 [a] estrada vai [a]té [à] praça, retangular",64638
310,"[(84661, 0), (84663, 0), (84666, 0), (84667, 2)]",84661,4,a,"[84661, 84663, 84666, 84667]"," para larga sanga [a]paulada; [a]brindo outras para [a] várze[a]; outras
",64718
311,"[(84941, 2), (84942, 0), (84947, 0), (84950, 1), (84951, 0)]",84941,5,a,"[84941, 84942, 84947, 84950, 84951]"," sertão aspérrimo— situ[a]ção [a]prazível e ridente.
 [a] campanha incipiente i[a] [a]gravar o seu aspecto",64935
312,"[(85273, 0), (85274, 1), (85278, 0), (85280, 0)]",85273,4,a,"[85273, 85274, 85278, 85280]",", demandando
 [a] ca[a]tinga. Alguns volviam [a] toda [a] brida para o",65187
313,"[(85315, 3), (85317, 3), (85319, 3), (85321, 2)]",85315,4,du,"[85315, 85317, 85319, 85321]"," Antônio Conselheiro— espian[do], observan[do], indagan[do], contan[do] o numero de",65218
314,"[(85376, 2), (85379, 0), (85380, 1), (85381, 3)]",85376,4,a,"[85376, 85379, 85380, 85381]", O profeta não podi[a] errar: [a] su[a] vitori[a] era fatal.,65263
315,"[(85669, 2), (85673, 0), (85677, 2), (85680, 0)]",85669,4,a,"[85669, 85673, 85677, 85680]","
 O exemplo seri[a] dado. Era [a] convicção geral. dizi[a]- o [a] despreocupação e todo",65488
316,"[(86045, 0), (86049, 0), (86052, 0), (86054, 0)]",86045,4,a,"[86045, 86049, 86052, 86054]"," da tática, [à]
 segurança dos [a]parelhos sinistros, [a] toda [a] altitude de uma",65765
317,"[(86432, 1), (86432, 3), (86436, 3), (86438, 1)]",86432,4,du,"[86432, 86432, 86436, 86438]"," guerra já muitíssimo re[du]zi[do]. Entretanto, contravin[do] ao mo[do] de
 ver",66075
318,"[(86596, 2), (86600, 2), (86603, 0), (86607, 2)]",86596,4,a,"[86596, 86600, 86603, 86607]"," o maior sigilo rode[as]se as deliberações, seri[a], no [a]vançar, precedida e lade[a]da pelos espias
",66196
319,"[(86672, 0), (86674, 0), (86678, 2), (86682, 0)]",86672,4,dZi,"[86672, 86674, 86678, 86682]"," seus trechos mais [di]fíceis, [de] sorte que, ree[di]tando o
 cave [de] Uauá, o",66257
320,"[(87144, 0), (87144, 2), (87145, 0), (87146, 0)]",87144,4,a,"[87144, 87144, 87145, 87146]", combate. Não [ha]vi[a] [a]té [a] possibilidade de um,66630
321,"[(87184, 1), (87188, 0), (87189, 0), (87192, 0), (87197, 0)]",87184,5,a,"[87184, 87188, 87189, 87192, 87197]"," de Canudos, i[a] reduzir- se [a] [a]taques ferozes, [a]
 esperas ardilosas, [a] súbitas refregas,",66662
322,"[(87787, 1), (87791, 0), (87793, 0), (87796, 0)]",87787,4,a,"[87787, 87791, 87793, 87796]"," melhores recursos de re[a]ção, e de [a]carretar, [a]o cabo, [a] vitória, do",67134
323,"[(88042, 0), (88043, 4), (88044, 3), (88045, 0)]",88042,4,a,"[88042, 88043, 88044, 88045]", este ponto. [a] artilhari[a] reduzi[a] [a] marcha. Ascendiam,67325
324,"[(88061, 0), (88067, 0), (88071, 0), (88074, 0)]",88061,4,a,"[88061, 88067, 88071, 88074]"," na frente reparavam [a] estrada,
 desentulhando- [a] e destocando- [a], ou [a]brindo desvios contornantes,",67340
325,"[(88065, 4), (88069, 3), (88074, 2), (88078, 3)]",88065,4,du,"[88065, 88069, 88074, 88078]"," estrada,
 desentulhan[do]- a e destocan[do]- a, ou abrin[do] desvios contornantes, evitan[do] fortíssimos
 declives",67342
326,"[(89363, 2), (89366, 0), (89369, 0), (89369, 2), (89374, 3)]",89363,5,a,"[89363, 89366, 89369, 89369, 89374]",". O inimigo traí[a]- se [a]penas na feição [a]me[a]çadora da terra.
 encanto[a]ra- se.",68329
327,"[(89472, 0), (89473, 1), (89475, 0), (89478, 0)]",89472,4,a,"[89472, 89473, 89475, 89478]"," ofegantes em auxílio [a]os mu[a]res impotentes [à] tração vingando [a]queles declives.
",68408
328,"[(89739, 3), (89741, 4), (89745, 3), (89750, 2)]",89739,4,du,"[89739, 89741, 89745, 89750]","
 Infantaria. tropeçan[do], escorregan[do] nas lajens, contornan[do]- as, ou transpon[do]- as aos",68612
329,"[(90193, 0), (90196, 0), (90198, 0), (90203, 0)]",90193,4,a,"[90193, 90196, 90198, 90203]",", invulnerável, [as]sombroso terrível, [a]batendo e [a]prumando- se, o [a]tirador fantástico.
",68950
330,"[(90323, 0), (90327, 2), (90328, 0), (90333, 1)]",90323,4,a,"[90323, 90327, 90328, 90333]"," das balas destinadas [a] Canudos. E false[a]vam [a] peleja
 franca. vi[a]- se entre",69054
331,"[(90434, 2), (90436, 2), (90438, 3), (90440, 2), (90442, 3)]",90434,5,du,"[90434, 90436, 90438, 90440, 90442]"," pelos pendores, subin[do], descen[do], atacan[do], fugin[do], baquean[do]
 trespassados de",69131
332,"[(90573, 0), (90577, 0), (90580, 2), (90582, 2), (90584, 4), (90585, 0)]",90573,6,a,"[90573, 90577, 90580, 90582, 90584, 90585]"," os
 comentários [a]cerbos dos companheiros. [a] maior parte regi[a]. rompi[a] o espingarde[a]mento [à]
 queima-",69230
333,"[(90848, 0), (90855, 0), (90856, 4), (90861, 0), (90865, 0)]",90848,5,a,"[90848, 90855, 90856, 90861, 90865]","- se lhes [a]diante. Perseguiram- nos.
 [a] artilhari[a], embaixo, começou [a] rodar, puxada [a] pulso, pelas",69447
334,"[(90870, 0), (90873, 1), (90876, 0), (90877, 3)]",90870,4,a,"[90870, 90873, 90876, 90877]",", pelas ladeiras [a]cima.
 re[a]lizara- se [a] travessi[a]; e,",69461
335,"[(90949, 0), (90952, 0), (90954, 0), (90954, 3)]",90949,4,a,"[90949, 90952, 90954, 90954]","..
 [a]li sobre barranca [a]greste, [a]vergo[a]da de algares,",69517
336,"[(91011, 2), (91013, 1), (91017, 2), (91022, 2)]",91011,4,ta,"[91011, 91013, 91017, 91022]",". Nele se acoi[ta]ram muitos ser[ta]nejos— cerca de quaren[ta], segundo um
 espec[ta]dor do quadro—",69567
337,"[(91079, 0), (91080, 4), (91083, 0), (91084, 0)]",91079,4,a,"[91079, 91080, 91083, 91084]"," mais longe, [a] artilhari[a] que se [a]prestou [a] bombardear o
",69616
338,"[(91122, 0), (91127, 0), (91129, 0), (91131, 0), (91135, 0)]",91122,5,a,"[91122, 91127, 91129, 91131, 91135]"," que se engastava [a] pedra. Dilatou- [a]. [a]briu- [a], de alto [a] baixo.
",69652
339,"[(91241, 0), (91246, 0), (91247, 0), (91248, 0), (91251, 0), (91254, 2)]",91241,6,a,"[91241, 91246, 91247, 91248, 91251, 91254]"," e famintos desde [a]
 véspera, tiveram [a]penas [a]brandada [a] sede na [á]gua impura da lago[a] minúscula do Cipó",69732
340,"[(91344, 1), (91347, 0), (91351, 0), (91354, 0)]",91344,4,a,"[91344, 91347, 91351, 91354]"," imperceptíveis, pelas ca[a]tingas; e [a]proximaram- se do [a]campamento.
 [à] noite circularam-",69810
341,"[(91681, 0), (91684, 0), (91688, 0), (91690, 0)]",91681,4,u,"[91681, 91684, 91688, 91690]"," na sua baioneta [o] jagunço que [o] abatera atravessando- [o] com [o] ferrão de
",70065
342,"[(91807, 0), (91810, 4), (91814, 1), (91816, 3), (91820, 3)]",91807,5,da,"[91807, 91810, 91814, 91816, 91820]","
 A guarnição [da] peça recuara espavori[da], enquanto ela ro[da]va, arrasta[da] a braço, apresa[da].
 Era",70160
343,"[(91897, 0), (91901, 0), (91902, 1), (91904, 0), (91904, 2), (91908, 0), (91912, 0)]",91897,7,dZi,"[91897, 91901, 91902, 91904, 91904, 91908, 91912]",": um torvelinho [de] corpos enleados, [de] on[de] se [di]fun[di]am

 estertores [de] estrangulados, ronquidos [de] peitos ofegantes,",70225
344,"[(92318, 1), (92321, 1), (92325, 1), (92329, 2)]",92318,4,tSi,"[92318, 92321, 92325, 92329]"," restavam
 apenas vin[te] litros de ar[ti]lharia.
 A re[ti]rada impô- se urgen[te] e inevitável.",70545
345,"[(92371, 0), (92372, 3), (92375, 0), (92377, 0), (92380, 0)]",92371,5,a,"[92371, 92372, 92375, 92377, 92380]"," ou o seu [a]bandono imedi[a]to. Foi [a]ceita
 [a] última sob [a] condição expressa de",70589
346,"[(92623, 0), (92624, 1), (92624, 4), (92628, 0)]",92623,4,a,"[92623, 92624, 92624, 92628]"," caindo
 sobre [a] be[a]tari[a] medrosa, João [a]bade reuniu o resto",70783
347,"[(93009, 0), (93010, 0), (93013, 2), (93015, 0)]",93009,4,a,"[93009, 93010, 93013, 93015]"," rezando, se [a]grupavam [à] porta do santu[á]rio implorando [a] presença do
",71063
348,"[(93079, 3), (93083, 3), (93085, 2), (93087, 2)]",93079,4,du,"[93079, 93083, 93085, 93087]","
 O agrupamento agita[do] ficou embaixo, imprecan[do], choran[do], rezan[do]. Não olhou",71115
349,"[(93842, 0), (93846, 0), (93847, 1), (93851, 0)]",93842,4,a,"[93842, 93846, 93847, 93851]",", deixando que [a]gisse quase exclusiva, [a] su[a] arma formidável— [a] terra. Esta",71691
350,"[(95177, 0), (95178, 1), (95180, 0), (95184, 0)]",95177,4,u,"[95177, 95178, 95180, 95184]"," Moreira César e [o] mei[o] que [o] celebrizou.
 [o] novo insucesso das",72686
351,"[(95620, 0), (95623, 0), (95626, 0), (95628, 0)]",95620,4,a,"[95620, 95623, 95626, 95628]"," de garantias; [a]braçado
 tenazmente [à] Constituição, [a]fogava- [a]; fazendo da",73041
352,"[(95838, 1), (95841, 0), (95842, 0), (95845, 0), (95848, 0)]",95838,5,a,"[95838, 95841, 95842, 95845, 95848]","
 Destruíra e cri[a]ra revoltosos. [a]batera [a] desordem com [a] desordem. [a]o deixar o poder",73211
353,"[(96099, 0), (96102, 0), (96103, 0), (96106, 0)]",96099,4,a,"[96099, 96102, 96103, 96106]"," jacobinismo pouco lisonjeiro [à] história— [a]queles [a]gitadores
 começaram [a] viver da exploração",73417
354,"[(96202, 0), (96204, 2), (96208, 0), (96209, 0), (96210, 0), (96213, 0)]",96202,6,a,"[96202, 96204, 96208, 96209, 96210, 96213]","
 nem os [as]sustava uma situ[a]ção econômica desesperadora: [a]nelavam [a]volumar [a]quelas e tornar [a]
 última insolúvel",73504
355,"[(96627, 1), (96628, 2), (96630, 5), (96631, 1)]",96627,4,dus,"[96627, 96628, 96630, 96631]"," Eram legião. to[dos] sauda[dos]; amaldiçoa[dos] to[dos].
 Ora",73836
356,"[(96653, 0), (96657, 0), (96659, 0), (96663, 3), (96666, 0)]",96653,5,a,"[96653, 96657, 96659, 96663, 96666]","- se igualmente [a]o vê- lo [ad]miradores e [ad]versários. O aspecto reduzi[a]- lhe [a]
 fama.",73854
357,"[(96683, 1), (96687, 1), (96689, 2), (96691, 3)]",96683,4,ra,"[96683, 96687, 96689, 96691]"," em parêntesis— e[ra]
 organicamente inapto pa[ra] a carrei[ra] que abraça[ra].
 Faltava",73877
358,"[(96727, 0), (96730, 0), (96733, 0), (96737, 0), (96738, 5)]",96727,5,a,"[96727, 96730, 96733, 96737, 96738]"," para ombros de [a]dolescente frágil
 [a]gravava- lhe [a] postura.
 [a] fisionomi[a] inexpressiva e mórbida",73913
359,"[(96754, 0), (96756, 2), (96757, 0), (96758, 3)]",96754,4,a,"[96754, 96756, 96757, 96758]"," Nada,
 [a]bsolutamente, traí[a] [a] energi[a] surpreendedora e temibilidade",73932
360,"[(96789, 3), (96790, 0), (96792, 2), (96796, 0), (96796, 3)]",96789,5,a,"[96789, 96790, 96792, 96796, 96796]"," em que se expandi[a] [a] fronte bombe[a]da, e mal [a]lumi[a]do por olhar mortiço",73961
361,"[(96835, 0), (96836, 0), (96840, 0), (96843, 0)]",96835,4,a,"[96835, 96836, 96840, 96843]"," cólera, e [a] [a]lacridade mais forte, [a]li deviam
 [a]mortecer- se inapercebidos",73998
362,"[(97257, 0), (97258, 0), (97259, 1), (97261, 0), (97261, 4), (97262, 0)]",97257,6,a,"[97257, 97258, 97259, 97261, 97261, 97262]"," E se pudéssemos [a]companhar [a] su[a] vida [as]sistirí[a]mos [a]o desdobramento
 contínuo",74321
363,"[(97420, 0), (97421, 0), (97423, 0), (97424, 0)]",97420,4,a,"[97420, 97421, 97423, 97424]"," médico militar, [a]lém [a]
 [ar]remetida [a] faca, felizmente",74450
