,pares_ordenados,primeira_palavra,comprimento,fonema,palavras,frase,abs_posicao
120,"[(44377, 0), (44378, 3), (44382, 0), (44383, 3), (44387, 0)]",44377,5,u,"[44377, 44378, 44382, 44383, 44387]",",
 era [o] papagai[o]- trombeta era [o] papagai[o]- curraleiro era [o] periquito
 cutapado",34736
121,"[(44392, 0), (44394, 0), (44398, 0), (44402, 0)]",44392,4,u,"[44392, 44394, 44398, 44402]","
 cutapado era [o] xarã [o] peito- roxo [o] ajuru- curau [o] ajuru- curica",34748
122,"[(44399, 0), (44403, 0), (44406, 0), (44408, 0), (44409, 0), (44410, 0), (44411, 0), (44412, 0), (44414, 1), (44417, 0)]",44399,10,a,"[44399, 44403, 44406, 44408, 44409, 44410, 44411, 44412, 44414, 44417]","- roxo o [a]juru- curau o [a]juru- curica [a]rari
 [a]rarica [a]raraúna [a]raraí [a]raguaí [a]rara- tau[a] maracana maitaca [a]rarapiranga catorra teriba camiranga",34754
123,"[(44406, 1), (44408, 1), (44409, 1), (44409, 2), (44410, 1), (44410, 2), (44411, 1), (44412, 1), (44412, 2), (44415, 1), (44417, 1), (44417, 2)]",44406,12,ra,"[44406, 44408, 44409, 44409, 44410, 44410, 44411, 44412, 44412, 44415, 44417, 44417]"," ajuru- curica a[ra]ri
 a[ra]rica a[ra][ra]úna a[ra][ra]í a[ra]guaí a[ra][ra]- taua ma[ra]cana maitaca a[ra][ra]piranga catorra teriba camiranga",34759
124,"[(44416, 2), (44418, 0), (44420, 0), (44421, 2), (44423, 0)]",44416,5,ka,"[44416, 44418, 44420, 44421, 44423]","- taua maracana maita[ca] ararapiranga [ca]torra teriba [ca]miranga ana[ca] anapura [ca]nindés tuins
 periquitos",34767
125,"[(44620, 0), (44620, 2), (44621, 0), (44623, 0), (44623, 2), (44626, 0), (44626, 2), (44627, 0), (44629, 0), (44629, 2), (44632, 0), (44632, 1), (44634, 0), (44636, 1)]",44620,14,pa,"[44620, 44620, 44621, 44623, 44623, 44626, 44626, 44627, 44629, 44629, 44632, 44632, 44634, 44636]"," assim:
 [pa]na[pa]ná [pá]- [pa]na[pa]ná,
 [pa]na[pa]ná [pá]- [pa]na[pa]nema:
 [pa][pa] de [pa]po na po[pa],
—",34935
126,"[(44620, 1), (44620, 3), (44623, 1), (44623, 3), (44626, 1), (44626, 3), (44629, 1)]",44620,7,na,"[44620, 44620, 44623, 44623, 44626, 44626, 44629]"," assim:
 pa[na]pa[ná] pá- pa[na]pa[ná],
 pa[na]pa[ná] pá- pa[na]panema:
 Papa",34935
127,"[(44786, 0), (44787, 1), (44791, 0), (44794, 0)]",44786,4,na,"[44786, 44787, 44791, 44794]"," pensou muito sério [na] do[na] da muiraquitã, [na] briguenta, [na]
 diaba gostosa",35052
128,"[(45109, 0), (45113, 1), (45114, 0), (45115, 3)]",45109,4,a,"[45109, 45113, 45114, 45115]","
 Quando foi [a]li pelo meio- di[a] [a] papagai[a]da se estendeu de",35290
129,"[(45383, 0), (45387, 0), (45390, 0), (45394, 0)]",45383,4,u,"[45383, 45387, 45390, 45394]"," que
 sarapantou [o] herói. Era [o] monstro Oibê [o] minhocão temível. [o] herói
 sentiu",35514
130,"[(45918, 1), (45920, 0), (45922, 0), (45924, 0), (45926, 0)]",45918,5,ku,"[45918, 45920, 45922, 45924, 45926]"," Vim buscar minha pa[cu]era- [cu]era- [cu]era- [cu]era- [cu]era, de-",35909
131,"[(45918, 2), (45920, 1), (45922, 1), (45924, 1), (45926, 1)]",45918,5,e,"[45918, 45920, 45922, 45924, 45926]"," Vim buscar minha pacu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra, de-",35909
132,"[(45918, 3), (45920, 2), (45922, 2), (45924, 2), (45926, 2)]",45918,5,ra,"[45918, 45920, 45922, 45924, 45926]"," Vim buscar minha pacue[ra]- cue[ra]- cue[ra]- cue[ra]- cue[ra], de-",35909
133,"[(45972, 1), (45974, 0), (45976, 0), (45978, 0), (45979, 0)]",45972,5,ku,"[45972, 45974, 45976, 45978, 45979]"," Vim buscar minha pa[cu]era- [cu]era- [cu]era- [cu]era [cu]era, de-",35947
134,"[(45972, 2), (45974, 1), (45976, 1), (45978, 1), (45979, 1)]",45972,5,e,"[45972, 45974, 45976, 45978, 45979]"," Vim buscar minha pacu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra cu[e]ra, de-",35947
135,"[(45972, 3), (45974, 2), (45976, 2), (45978, 2), (45979, 2)]",45972,5,ra,"[45972, 45974, 45976, 45978, 45979]"," Vim buscar minha pacue[ra]- cue[ra]- cue[ra]- cue[ra] cue[ra], de-",35947
136,"[(46121, 0), (46123, 0), (46126, 0), (46126, 2), (46130, 2)]",46121,5,a,"[46121, 46123, 46126, 46126, 46130]"," monstro pelejava pra [a]travessar
 [a]quele mundo de [a]rei[a] escorregando, Macunaíma fugi[a]. Tomou pela",36067
137,"[(46762, 1), (46764, 0), (46766, 0), (46768, 0), (46770, 0)]",46762,5,ku,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pa[cu]era- [cu]era- [cu]era- [cu]era- [cu]era, de-",36579
138,"[(46762, 2), (46764, 1), (46766, 1), (46768, 1), (46770, 1)]",46762,5,e,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pacu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra- cu[e]ra, de-",36579
139,"[(46762, 3), (46764, 2), (46766, 2), (46768, 2), (46770, 2)]",46762,5,ra,"[46762, 46764, 46766, 46768, 46770]"," Vim buscar minha pacue[ra]- cue[ra]- cue[ra]- cue[ra]- cue[ra], de-",36579
140,"[(47126, 0), (47126, 3), (47129, 0), (47132, 0)]",47126,4,a,"[47126, 47126, 47129, 47132]","
 pontudo do [a]raguai[a]. Porém [a] igarité estava [a]bicada bem mais pra",36861
141,"[(47435, 0), (47438, 0), (47441, 0), (47445, 0)]",47435,4,dZi,"[47435, 47438, 47441, 47445]"," Oi que Sol [de] inverno chuva [de] verão choro [de]
 mulher palavra [de] ladrão, eieiei",37115
142,"[(47794, 0), (47797, 1), (47800, 0), (47800, 4)]",47794,4,ma,"[47794, 47797, 47800, 47800]"," e
 a [ma]loca velha agora u[ma] tapera. [ma]cunaí[ma] chorou.
",37400
143,"[(48051, 1), (48052, 1), (48056, 1), (48057, 3), (48061, 0), (48061, 4)]",48051,6,ma,"[48051, 48052, 48056, 48057, 48061, 48061]"," deu bem da mes[ma] for[ma].
 Passava u[ma] pirace[ma] de jaraquis. [ma]cunaí[ma] agarrou pescando e",37603
144,"[(48063, 2), (48066, 3), (48067, 3), (48068, 1)]",48063,4,du,"[48063, 48066, 48067, 48068]",". Macunaíma agarrou pescan[do] e
 distraí[do] distraí[do] quan[do] viu estava em",37612
145,"[(48438, 0), (48443, 0), (48445, 0), (48447, 0), (48449, 0)]",48438,5,vej,"[48438, 48443, 48445, 48447, 48449]"," tinha reparado e [vei]o muito peixe,
 [vei]o pirandira [vei]o pacu [vei]o cascudo [vei]o bagre jundiá tucunaré",37905
146,"[(48438, 1), (48443, 1), (48445, 1), (48447, 1), (48449, 1)]",48438,5,u,"[48438, 48443, 48445, 48447, 48449]"," tinha reparado e vei[o] muito peixe,
 vei[o] pirandira vei[o] pacu vei[o] cascudo vei[o] bagre jundiá tucunaré",37905
147,"[(48549, 1), (48551, 1), (48553, 1), (48554, 2)]",48549,4,u,"[48549, 48551, 48553, 48554]","
 peixes, vei[o] acará vei[o] piracanjuba vei[o] avi[ú] guri- juba",37995
148,"[(48953, 0), (48954, 0), (48958, 0), (48959, 0), (48963, 0), (48964, 0), (48968, 0), (48969, 0), (48973, 0), (48974, 0)]",48953,10,vo,"[48953, 48954, 48958, 48959, 48963, 48964, 48968, 48969, 48973, 48974]"," assim:
 [vo]te [vo]te coandu!
 [vo]te [vo]te cuati!
 [vo]te [vo]te taiçu!
 [vo]te [vo]te pacari!
 [vo]te [vo]te canguçu!
",38282
149,"[(48953, 1), (48954, 1), (48958, 1), (48959, 1), (48960, 2), (48963, 1), (48964, 1), (48968, 1), (48969, 1), (48973, 1), (48974, 1)]",48953,11,tSi,"[48953, 48954, 48958, 48959, 48960, 48963, 48964, 48968, 48969, 48973, 48974]"," assim:
 vo[te] vo[te] coandu!
 vo[te] vo[te] cua[ti]!
 vo[te] vo[te] taiçu!
 vo[te] vo[te] pacari!
 vo[te] vo[te] canguçu!
",38282
150,"[(49155, 0), (49158, 0), (49161, 1), (49162, 0), (49166, 2)]",49155,5,a,"[49155, 49158, 49161, 49162, 49166]",", onças, [a] onça pinima [a] papa- vi[a]do [a] jaguatirica,
 suçu[a]rana canguçu pixuna,",38437
151,"[(49166, 0), (49166, 1), (49167, 2), (49170, 1)]",49166,4,su,"[49166, 49166, 49167, 49170]"," jaguatirica,
 [su][çu]arana cangu[çu] pixuna, is[so] era uma imundície",38445
152,"[(50611, 0), (50611, 2), (50612, 0), (50616, 1)]",50611,4,a,"[50611, 50611, 50612, 50616]",". Na frente [a]bri[a] [a]
 estrada das boi[a]das. Macunaíma isso",39608
153,"[(50675, 0), (50680, 0), (50680, 4), (50683, 1)]",50675,4,ma,"[50675, 50680, 50680, 50683]"," lá foi cego [ma]nadeiro abaixo. Então
 [ma]cunaí[ma] quebrou por u[ma] picada sem jeito",39661
154,"[(50701, 0), (50705, 1), (50708, 0), (50708, 4)]",50701,4,ma,"[50701, 50705, 50708, 50708]"," a bulha do [mar]ruá
 galopeando e i[ma]ginou que era [ma]cunaí[ma], foi atrás",39684
155,"[(50741, 0), (50741, 3), (50746, 0), (50750, 0)]",50741,4,a,"[50741, 50741, 50746, 50750]",",
 Boi [a]legri[a],
 Dá um [a]deus
 Pra toda [a] família!
",39714
156,"[(50803, 1), (50803, 2), (50805, 1), (50805, 2)]",50803,4,ru,"[50803, 50803, 50805, 50805]"," marruá foi ficando ju[ru][ru] ficando ju[ru][ru]
 magruço e",39754
157,"[(51036, 0), (51037, 0), (51040, 0), (51045, 0), (51047, 0)]",51036,5,a,"[51036, 51037, 51040, 51045, 51047]","
 Quem se [ar]retirou [a]mante
 az [a]ção de generoso!
 [a] giganta [a]gradeceu e foi-",39913
158,"[(51067, 0), (51069, 0), (51073, 0), (51075, 0)]",51067,4,dZi,"[51067, 51069, 51073, 51075]"," da Lapa carregado [de] folha [de]
 cajueiro e [de] rama [de] algodão. A",39938
159,"[(51288, 0), (51290, 1), (51292, 0), (51293, 0), (51297, 1), (51298, 0), (51299, 0), (51302, 0), (51303, 0), (51306, 0), (51307, 0), (51308, 0), (51309, 0)]",51288,13,u,"[51288, 51290, 51292, 51293, 51297, 51298, 51299, 51302, 51303, 51306, 51307, 51308, 51309]"," Então vieram muitos [u]rubus, vei[o]
 [o] [u]rubu- camiranga, vei[o] [o] [u]rubu- jeregua [o] [u]rubu- peba [o] [u]rubuministro [o] [u]rubu- tinga que",40113
160,"[(51299, 1), (51303, 1), (51307, 1), (51309, 1)]",51299,4,ru,"[51299, 51303, 51307, 51309]",", veio o u[ru]bu- jeregua o u[ru]bu- peba o u[ru]buministro o u[ru]bu- tinga que",40120
161,"[(51341, 0), (51344, 1), (51345, 1), (51346, 1), (51349, 0)]",51341,5,u,"[51341, 51344, 51345, 51346, 51349]"," cantando:
 [u]rubu é passo fei[o] fei[o] fei[o]!
 [u]rubu é passo limpo",40152
162,"[(51359, 0), (51360, 0), (51364, 0), (51368, 0), (51371, 0)]",51359,5,u,"[51359, 51360, 51364, 51368, 51371]","
 E era [o] [u]rubu- ruxama, [u]rubu- rei, [o] Pai do [u]rubu. Então mandou",40166
163,"[(51975, 0), (51975, 4), (51978, 0), (51978, 4)]",51975,4,ma,"[51975, 51975, 51978, 51978]",".
— [ma]cunaí[ma]! ôh [ma]cunaí[ma]!
—",40632
164,"[(51983, 0), (51987, 0), (51987, 2), (51994, 0)]",51983,4,a,"[51983, 51987, 51987, 51994]","
— Deixa [a] gente dormir, [a]ru[a]í...

— [a]corda, herói!",40636
165,"[(52097, 0), (52098, 3), (52101, 0), (52104, 0), (52104, 4)]",52097,5,a,"[52097, 52098, 52101, 52104, 52104]",".
 Quando [a] papacei[a] que é [a] estrela Vésper [a]pareci[a] falando pras
",40711
166,"[(52427, 1), (52427, 2), (52428, 1), (52428, 2)]",52427,4,ru,"[52427, 52427, 52428, 52428]",- Cã ficou ju[ru][ru] ju[ru][ru] e principiou imaginando,40962
167,"[(52765, 0), (52766, 0), (52767, 0), (52770, 0)]",52765,4,a,"[52765, 52766, 52767, 52770]"," corgo esperou
 [as]suntando [a] [á]gua. Daí [a] pouco vieram vindo",41216
168,"[(53538, 0), (53539, 0), (53541, 2), (53543, 0)]",53538,4,a,"[53538, 53539, 53541, 53543]"," n'água e num [á]timo [a]
 lago[a] tornava [a] cobrir o rosto",41820
169,"[(54046, 0), (54048, 0), (54050, 0), (54052, 0)]",54046,4,dZi,"[54046, 54048, 54050, 54052]"," Arrancou uma montanha [de] timbó [de] assacú [de] tingui [de] canambí,
",42228
170,"[(54076, 0), (54080, 0), (54083, 0), (54085, 0)]",54076,4,ba,"[54076, 54080, 54083, 54085]"," boiando com a [bar]riga pra cima, [bar]rigas azuis
 [bar]rigas amarelas [bar]rigas rosadas, todas",42254
171,"[(54076, 1), (54080, 1), (54083, 1), (54085, 1)]",54076,4,Ri,"[54076, 54080, 54083, 54085]"," boiando com a bar[ri]ga pra cima, bar[ri]gas azuis
 bar[ri]gas amarelas bar[ri]gas rosadas, todas",42254
172,"[(54479, 0), (54481, 0), (54483, 0), (54485, 0), (54489, 0)]",54479,5,ta~,"[54479, 54481, 54483, 54485, 54489]"," apesar
 de [tan]tos casos [tan]ta brincadeira [tan]ta ilusão [tan]to sofri: mento [tan]to
 heroísmo,",42569
173,"[(54877, 2), (54879, 0), (54884, 2), (54885, 0)]",54877,4,a,"[54877, 54879, 54884, 54885]"," na casa de caiu[a]nogue, [a] estrêla- damanhã. caiu[a]nogue [a]pareceu na janelinha pra",42872
174,"[(55562, 0), (55564, 1), (55568, 0), (55570, 1)]",55562,4,pak,"[55562, 55564, 55568, 55570]","— Currr- [pac], pa[pac]! currr- [pac], pa[pac]!..",43406
175,"[(55672, 0), (55675, 3), (55678, 0), (55679, 3), (55680, 1)]",55672,5,u,"[55672, 55675, 55678, 55679, 55680]","
— Dá [o] pé, papagai[o].
 [o] papagai[o] vei[o] pousar na cabeça",43477
176,"[(55675, 0), (55675, 1), (55679, 0), (55679, 1)]",55675,4,pa,"[55675, 55675, 55679, 55679]"," o pé, [pa][pa]gaio.
 O [pa][pa]gaio veio pousar na",43479
