",",PUnc
indelével,N<PRED
",",PUnc
a,ACC
indicação,ACC
que,ACC
o,ACC
reporá,SUBJ
na,ACC
solta,N<
primitiva,ACC
.,PUnc
Porque,SUBJ
o,ADVL
vaqueiro,ADVL
não,ADVL
se,ACC
contentando,ADVL
com,ADVL
ter,ADVL
de,N<
cor,>N
os,ACC
ferros,ACC
de,N<
sua,P<
fazenda,P<
",",PUnc
aprende,N<PRED
os,ACC
das,ACC
demais,P<
.,PUnc
Chega,STA
",",PUnc
às,ADVL
vezes,ADVL
por,ADVL
extraordinário,N<
esforço,ADVL
de,N<
memória,N<
",",PUnc
a,ADVL
conhecer,ACC
",",PUnc
uma,ACC
por,ADVL
uma,P<
",",PUnc
não,CJT
só,>N
as,N<
reses,P<
de,N<
que,ACC
cuida,N<
",",PUnc
como,CJT
as,ADVL
dos,N<
vizinhos,ACC
",",PUnc
incluindo-lhes,CJT
a,ADVL
genealogia,ACC
e,ADVL
hábitos,ACC
característicos,N<
",",PUnc
e,CJT
os,CJT
nomes,CJT
",",PUnc
e,CJT
as,CJT
idades,N<
etc,ADVL
.,PUnc
Deste,SUBJ
modo,N<
",",PUnc
quando,ADVL
surge,ADVL
no,ADVL
seu,>N
logrador,ACC
um,>N
animal,N<
alheio,N<
",",PUnc
cuja,N<PRED
marca,ADVL
conhece,ADVL
",",PUnc
o,ACC
restitui,CJT
de,N<
pronto,ACC
.,PUnc
No,ADVL
caso,SUBJ
contrário,N<
",",PUnc
conserva,N<PRED
o,ACC
intruso,N<
",",PUnc
tratando-o,ADVL
como,N<PRED
aos,ADVL
demais,ADVL
.,PUnc
Mas,SUBJ
não,ADVL
o,ACC
leva,SUBJ
à,ADVL
feira,ADVL
anual,ADVL
",",PUnc
nem,N<PRED
o,ACC
aplica,CJT
em,ADVL
trabalho,ACC
algum,N<
.,PUnc
deixa-o,SUBJ
morrer,ADVL
de,N<
velho,ACC
.,PUnc
Não,SUBJ
lhe,DAT
pertence,ACC
.,PUnc
Se,ADVL
é,ADVL
uma,ADVL
vaca,N<
e,N<
dá,SUBJ
cria,CJT
",",PUnc
ferra,ACC
a,ADVL
esta,ACC
com,ADVL
o,>N
mesmo,ACC
sinal,P<
desconhecido,N<
",",PUnc
que,ACC
reproduz,N<
com,N<
perfeição,>N
admirável,N<
.,PUnc
e,SUBJ
assim,ADVL
pratica,CJT
com,N<
toda,ACC
a,>N
descendência,ACC
daquela,N<
.,PUnc
De,>N
quatro,SUBJ
em,ADVL
quatro,>N
bezerros,N<
",",PUnc
porém,CJT
",",PUnc
separa,ADVL
um,N<PRED
",",PUnc
para,ADVL
si,N<PRED
.,PUnc
É,ACC
a,ADVL
sua,>N
paga,P<
.,PUnc
Estabelece,SUBJ
com,ADVL
o,>N
patrão,ACC
desconhecido,ADVL
o,ACC
mesmo,ACC
convênio,ACC
que,SUBJ
tem,N<
com,N<
o,>N
outro,P<
.,PUnc
E,ACC
cumpre,SUBJ
estritamente,ADVL
",",PUnc
sem,N<PRED
juízes,ADVL
e,ACC
sem,ADVL
testemunhas,N<
",",PUnc
o,ADVL
estranho,CJT
contrato,ACC
",",PUnc
que,ACC
ninguém,SUBJ
escreveu,SUBJ
ou,ADVL
sugeriu,CJT
.,PUnc
Sucede,UTT
muitas,ACC
vezes,ADVL
ser,ADVL
decifrada,ADVL
",",PUnc
afinal,CJT
",",PUnc
uma,ADVL
marca,ADVL
somente,ADVL
depois,N<
de,A<
muitos,>N
anos,P<
",",PUnc
e,N<PRED
o,>N
criador,SUBJ
feliz,N<
receber,ADVL
",",PUnc
ao,ADVL
invés,ADVL
da,ACC
peça,N<
única,ADVL
que,SUBJ
lhe,DAT
fugira,N<
e,>N
da,>N
qual,CJT
se,ACC
deslembrara,ADVL
",",PUnc
numa,>N
ponta,ADVL
de,N<
gado,ADVL
",",PUnc
todos,N<PRED
os,ACC
produtos,ADVL
dela,N<
.,PUnc
Parece,SUBJ
fantasia,ADVL
este,STA
fato,ADVL
",",PUnc
vulgar,ADVL
",",PUnc
entretanto,ADVL
",",PUnc
nos,ACC
sertões,SUBJ
.,PUnc
Indicamo-lo,ADVL
como,N<
traço,SUBJ
encantador,ADVL
da,N<
probidade,ACC
dos,ACC
matutos,N<
.,PUnc
Os,>N
grandes,SUBJ
proprietários,SUBJ
da,N<
terra,N<
e,N<
dos,CJT
rebanhos,ACC
a,ACC
conhecem,ACC
.,PUnc
Têm,ADVL
",",PUnc
todos,CJT
",",PUnc
com,ADVL
o,ADVL
vaqueiro,>N
o,ADVL
mesmo,ACC
trato,SC
de,N<
parceria,P<
",",PUnc
resumido,ADVL
na,N<
cláusula,ADVL
única,ACC
de,N<
lhe,DAT
darem,P<
",",PUnc
em,ADVL
troca,>N
dos,ACC
cuidados,ACC
que,ACC
ele,SUBJ
despende,N<
",",PUnc
um,N<PRED
quarto,ACC
dos,ADVL
produtos,SUBJ
da,N<
fazenda,ADVL
.,PUnc
E,STA
sabem,STA
que,ACC
nunca,N<
se,N<
violará,ACC
a,ACC
percentagem,ACC
.,PUnc
O,N<
ajuste,SUBJ
de,N<
contas,P<
faz-se,ADVL
no,ADVL
fim,ADVL
do,CJT
inverno,N<
e,ACC
realiza-se,CJT
",",PUnc
ordinariamente,ADVL
",",PUnc
sem,ACC
que,SUBJ
esteja,ACC
presente,ADVL
a,ACC
parte,ADVL
mais,>N
interessada,N<
.,PUnc
É,SUBJ
formalidade,ADVL
dispensável,N<
.,PUnc
O,SUBJ
vaqueiro,SUBJ
separa,ADVL
escrupulosamente,ADVL
a,ADVL
grande,ACC
maioria,ADVL
de,N<
novas,ACC
cabeças,ACC
pertencentes,SUBJ
ao,ADVL
patrão,N<
(,PUnc
nas,N<PRED
quais,N<
imprime,>N
o,ACC
sinal,ACC
da,N<
fazenda,N<
),PUnc
das,ACC
poucas,N<
",",PUnc
um,N<PRED
quarto,N<
",",PUnc
que,SUBJ
lhe,DAT
couberam,N<
por,ADVL
sorte,ADVL
.,PUnc
Grava,>N
nestas,SUBJ
o,ACC
seu,N<
sinal,ACC
particular,ACC
.,PUnc
e,ADVL
conserva-as,>N
ou,CJT
vende-as,CJT
.,PUnc
Escreve,ADVL
ao,ADVL
patrão,ADVL
",",PUnc
dando-lhe,N<PRED
conta,N<PRED
minuciosa,ADVL
de,N<ARGO
todo,>N
o,ACC
movimento,P<
do,ADVL
sítio,ADVL
",",PUnc
alongando-se,>N
aos,ADVL
mínimos,ACC
pormenores,N<
.,PUnc
e,ADVL
continua,STA
na,ADVL
faina,N<
ininterrupta,ACC
.,PUnc
73,N<
Esta,N<
",",PUnc
ainda,ADVL
que,SUBJ
",",PUnc
em,ADVL
dadas,>N
ocasiões,ACC
",",PUnc
fatigante,ADVL
",",PUnc
é,N<PRED
a,>N
mais,ADVL
rudimentar,ADVL
possível,ACC
.,PUnc
Não,ADVL
existe,STA
no,ADVL
Norte,N<
uma,STA
indústria,N<
pastoril,N<
.,PUnc
O,SUBJ
gado,SUBJ
vive,N<
e,ACC
multiplica-se,>N
à,CJT
gandaia,N<
.,PUnc
Ferrados,SUBJ
em,ADVL
junho,P<
",",PUnc
os,ACC
garrotes,ADVL
novos,N<
perdem-se,ADVL
nas,>N
caatingas,ACC
",",PUnc
com,N<PRED
o,>N
resto,>N
das,>N
malhadas,N<
.,PUnc
Ali,SUBJ
os,ACC
rareiam,N<
epizootias,ACC
intensas,N<
",",PUnc
em,ADVL
que,SUBJ
se,ACC
sobrelevam,N<
o,ACC
rengue,ACC
e,ACC
o,ACC
mal,CJT
triste,ADVL
.,PUnc
Os,ADVL
vaqueiros,SUBJ
mal,N<
procuram,ACC
atenuá-las,N<
.,PUnc
Restinguem,SUBJ
a,STA
atividade,SUBJ
às,ADVL
corridas,ACC
desabaladas,N<
pelos,>N
arrastadores,N<
.,PUnc
Se,>N
a,ADVL
bicheira,N<
devasta,ACC
a,ACC
tropa,ADVL
",",PUnc
sabem,N<PRED
de,N<
específico,>N
mais,N<
eficaz,ADVL
que,ACC
o,ACC
mercúrio,N<
:,PUnc
a,ACC
reza,N<PRED
.,PUnc
Não,SUBJ
precisam,N<
de,N<
ver,ADVL
o,ACC
animal,N<
doente,ADVL
.,PUnc
Voltam-se,SUBJ
apenas,>N
na,STA
direção,ACC
em,ADVL
que,ACC
ele,SUBJ
se,N<
acha,ADVL
e,ADVL
rezam,CJT
",",PUnc
tracejando,ADVL
no,ADVL
chão,ACC
inextricáveis,ADVL
linhas,SUBJ
cabalísticas,ACC
.,PUnc
Ou,>N
então,ADVL
",",PUnc
o,ACC
que,ACC
é,N<
ainda,ACC
mais,N<
transcendente,STA
",",PUnc
curam-no,ADVL
pelo,ADVL
rastro,ADVL
.,PUnc
E,STA
assim,ADVL
passam,N<
numa,>N
agitação,>N
estéril,ACC
.,PUnc
Raro,N<
",",PUnc
um,N<PRED
incidente,STA
",",PUnc
uma,CJT
variante,ADVL
alegre,ADVL
",",PUnc
quebra,CJT
a,N<
sua,>N
vida,P<
monótona,ADVL
.,PUnc
Solidários,SUBJ
todos,SUBJ
",",PUnc
auxiliam-se,ADVL
incondicionalmente,ADVL
em,ADVL
todas,ACC
as,>N
conjunturas,P<
.,PUnc
Se,STA
foge,ADVL
a,ADVL
algum,ADVL
boi,ACC
levantadiço,ACC
",",PUnc
toma,ADVL
da,>N
guiada,N<
",",PUnc
põe,N<PRED
pernas,>N
ao,ADVL
campeão,ADVL
.,PUnc
e,ADVL
ei-lo,SUBJ
escanchado,ADVL
no,ADVL
rastro,ADVL
",",PUnc
jogado,N<PRED
pelas,ADVL
veredas,SUBJ
tiradas,ACC
a,ADVL
facão,ACC
.,PUnc
Se,SUBJ
não,ADVL
pode,ADVL
levar,SUBJ
avante,ADVL
a,ACC
empresa,ACC
",",PUnc
pede,N<PRED
campo,N<
",",PUnc
frase,CJT
característica,ADVL
daquela,N<
cavalaria,ACC
rústica,N<
",",PUnc
aos,ADVL
companheiros,SUBJ
mais,>A
vizinhos,CJT
",",PUnc
e,CO
lá,CJT
seguem,>N
todos,SUBJ
",",PUnc
aos,ADVL
dez,ADVL
",",PUnc
aos,ADVL
vinte,ADVL
",",PUnc
rápidos,CJT
",",PUnc
ruidosos,CJT
",",PUnc
amigos,N<PRED
-,>N
campeando,P<
",",PUnc
voando,ADVL
pelos,ADVL
tombadores,ACC
e,STA
esquadrinhando,>N
as,>N
caatingas,ACC
até,P<
que,ACC
o,N<
bruto,N<
",",PUnc
desautorizado,ADVL
dê,ADVL
a,ACC
venta,ADVL
no,ADVL
termo,ADVL
da,N<
corrida,ACC
",",ACC
ou,N<PRED
tombe,CJT
",",PUnc
de,N<PRED
rijo,ADVL
",",PUnc
mancornado,ADVL
às,ADVL
mãos,ACC
possantes,ADVL
que,SUBJ
se,ACC
lhe,DAT
aferram,ADVL
aos,ADVL
chifres,N<
.,PUnc
A,>N
vaquejada,SUBJ
Esta,SUBJ
solidariedade,SUBJ
de,N<
esforços,P<
evidencia-se,ADVL
melhor,ADVL
na,N<
vaquejada,N<
",",PUnc
trabalho,CJT
consistindo,ADVL
essencialmente,ADVL
no,N<
reunir,ADVL
",",PUnc
e,ADVL
discriminar,CJT
depois,ADVL
",",PUnc
os,CJT
gados,SUBJ
de,N<
diferentes,ADVL
fazendas,P<
convizinhas,N<
",",PUnc
que,SUBJ
por,N<
ali,N<
vivem,ACC
em,ADVL
comum,ADVL
",",PUnc
de,ACC
mistura,STA
",",PUnc
em,ADVL
um,N<PRED
compáscuo,N<
único,ACC
e,N<
enorme,CJT
",",PUnc
sem,N<PRED
cercas,CJT
e,ACC
sem,ADVL
valos,ACC
.,PUnc
Realizam-na,UTT
de,N<
junho,P<
a,ACC
julho,ACC
.,PUnc
Escolhido,SUBJ
um,SUBJ
lugar,ACC
mais,>N
ou,>N
menos,CJT
central,CJT
",",PUnc
as,N<PRED
mais,CJT
das,P<
vezes,ADVL
uma,ACC
várzea,N<
complanada,ACC
e,ACC
limpa,CJT
",",PUnc
o,ACC
rodeador,N<
",",PUnc
congrega-se,ADVL
a,ADVL
vaqueirama,>N
das,>N
vizinhanças,N<
.,PUnc
Concertam,SUBJ
nos,ACC
dispositivos,ACC
da,N<
empresa,ACC
.,PUnc
Distribuem-se,>N
as,N<
funções,ACC
que,ACC
a,N<
cada,N<
um,ADVL
caberão,N<
na,ACC
lide,N<
.,PUnc
E,SUBJ
para,ADVL
logo,N<
",",PUnc
irradiantes,CJT
pela,ADVL
superfície,SUBJ
da,ACC
arena,N<
",",PUnc
arremetem,N<PRED
com,N<PRED
as,>N
caatingas,N<
que,ACC
a,N<
envolvem,N<
os,ACC
encourados,>N
atléticos,ACC
.,PUnc
O,N<
quadro,SUBJ
tem,STA
a,ADVL
movimentação,ACC
selvagem,ACC
e,SUBJ
assombrosa,CJT
de,N<ARGO
uma,>N
corrida,ACC
de,N<
tártaros,ACC
.,PUnc
Desaparecem,ADVL
em,ADVL
minutos,>N
os,ACC
sertanejos,ACC
",",PUnc
perdendo-se,ADVL
no,ADVL
matagal,ACC
circundante,ADVL
.,PUnc
O,SUBJ
rodeio,SUBJ
permanece,ACC
por,ADVL
algum,ACC
tempo,ADVL
deserto,N<
...,PUnc
De,>N
repente,SUBJ
estruge,ADVL
ao,ADVL
lado,ADVL
um,ADVL
estrídulo,ACC
tropel,ACC
de,N<
cascos,ACC
sobre,N<
pedras,N<
",",PUnc
um,SUBJ
estrépido,N<PRED
de,N<
galhos,ACC
estalando,N<
",",PUnc
um,SUBJ
estalar,CJT
de,N<
chifres,N<
embatendo,ADVL
...,ADVL
tufa,ADVL
nos,ACC
ares,N<
",",PUnc
em,ADVL
novelos,ADVL
",",PUnc
uma,CJT
nuvem,>N
de,N<
pó,N<
.,PUnc
rompe,ADVL
",",PUnc
a,>N
súbitas,CJT
",",PUnc
na,ADVL
clareira,ADVL
",",PUnc
embolada,ADVL
",",PUnc
uma,>N
ponta,N<PRED
de,N<
gado,N<
.,PUnc
e,SUBJ
",",PUnc
logo,CJT
após,ADVL
",",PUnc
sobre,N<PRED
o,ACC
cavalo,ADVL
que,SUBJ
estaca,N<
esbarrado,N<
",",PUnc
o,ADVL
vaqueiro,CJT
",",PUnc
teso,ADVL
nos,ACC
estribos,ADVL
...,N<
Traz,SUBJ
apenas,>N
exígua,ACC
parte,ADVL
do,ADVL
rebanho,N<
.,PUnc
Entrega-a,SUBJ
aos,ADVL
companheiros,N<
que,SUBJ
ali,N<
ficam,N<
",",PUnc
`,PUnc
'de,ADVL
esteira,ADVL
.,PUnc
e,ADVL
volve,STA
em,N<
galope,ADVL
desabalado,N<
",",PUnc
renovando,ADVL
a,ACC
pesquisa,ACC
.,PUnc
Enquanto,ADVL
outros,ADVL
repontam,N<
74,N<
além,N<
",",PUnc
mais,ADVL
outros,CJT
",",PUnc
sucessivamente,ADVL
",",PUnc
por,ADVL
toda,ACC
a,ACC
banda,ACC
",",PUnc
por,ADVL
todo,>N
o,ACC
âmbito,N<
do,ADVL
rodeio,N<
",",PUnc
que,SUBJ
se,ACC
anima,N<
",",PUnc
e,ADVL
tumultua,CJT
em,ADVL
disparos,ACC
:,PUnc
bois,ADVL
às,ADVL
marradas,ACC
ou,ADVL
escarvando,ACC
o,ACC
chão,ACC
",",PUnc
cavalos,CJT
curveteando,ADVL
",",PUnc
confundidos,CJT
e,CO
embaralhados,SUBJ
sobre,ADVL
os,ACC
plainos,ADVL
vibrantes,P<
num,>N
prolongado,N<
rumor,ACC
de,N<
terremoto,N<
.,PUnc
Aos,ADVL
lados,SUBJ
",",PUnc
na,ADVL
caatinga,N<PRED
",",PUnc
os,CJT
menos,ADVL
felizes,SUBJ
se,ACC
agitam,ADVL
às,ACC
voltas,ACC
com,ADVL
os,ACC
marruás,N<
recalcitrantes,N<
.,PUnc
O,SUBJ
touro,SUBJ
largado,STA
ou,ACC
o,ACC
garrote,ADVL
vadio,P<
em,ADVL
geral,N<
refoge,>N
à,N<
revista,ACC
.,PUnc
Afunda,ADVL
na,STA
caatinga,N<
.,PUnc
Segue-o,ADVL
o,ADVL
vaqueiro,N<
.,PUnc
Cose-se,SUBJ
lhe,DAT
no,ADVL
rastro,ACC
.,PUnc
Vai,SUBJ
com,ADVL
ele,SUBJ
às,N<
últimas,>N
bibocas,ACC
.,PUnc
Não,ADVL
o,ACC
larga,ACC
.,PUnc
até,ADVL
que,SUBJ
surja,N<
o,ACC
ensejo,ACC
para,ADVL
um,SUBJ
ato,ACC
decisivo,N<
:,PUnc
alcançar,N<PRED
repentinamente,ADVL
o,ACC
fugitivo,ACC
",",PUnc
de,N<PRED
arranco,N<
.,PUnc
cair,ADVL
logo,ACC
para,ADVL
o,ACC
lado,SUBJ
da,ADVL
sela,ACC
",",PUnc
suspenso,ADVL
num,>N
estribo,ACC
e,ACC
uma,>N
das,>N
mãos,N<
presa,ADVL
às,ACC
crinas,ACC
do,>N
cavalo,N<
.,PUnc
agarrar,ADVL
com,ACC
a,ACC
outra,>N
a,N<
cauda,ACC
do,ADVL
boi,ACC
em,ADVL
disparada,P<
e,N<
com,SUBJ
um,>N
rapelão,N<
fortíssimo,ACC
",",PUnc
de,N<PRED
banda,N<
",",PUnc
derribá-lo,ADVL
pesadamente,ADVL
em,ADVL
terra,ADVL
...,ACC
Põe-lhe,>N
depois,ADVL
a,ACC
pela,>N
ou,>N
a,CJT
máscara,CJT
de,N<
couro,ACC
",",PUnc
levando-o,SUBJ
jugulado,N<
ou,ACC
vendado,CJT
para,ADVL
o,ACC
rodeador,P<
.,PUnc
Ali,SUBJ
o,ACC
recebem,ACC
ruidosamente,ADVL
os,ACC
companheiros,ACC
.,PUnc
Conta-lhes,SUBJ
a,PIV
façanha,ACC
.,PUnc
Contam-lhe,>N
outras,SUBJ
idênticas,N<
",",PUnc
e,CO
trocam-se,CJT
as,CJT
impressões,N<
heróicas,ACC
numa,>N
adjetivação,ADVL
ad,ADVL
boc,N<
",",PUnc
que,SUBJ
vai,N<PRED
num,N<
crescendo,ADVL
do,ADVL
destalado,ADVL
ríspido,ACC
ao,ADVL
temero,ADVL
pronunciado,ADVL
num,>N
trêmulo,ACC
enrouquecido,ACC
e,N<
longo,N<
.,PUnc
Depois,ADVL
",",PUnc
ao,ADVL
findar,ADVL
do,N<
dia,ADVL
",",PUnc
a,ADVL
última,>N
tarefa,N<
:,PUnc
contam,N<PRED
as,N<
cabeças,ACC
reunidas,P<
.,PUnc
Apartam-nas,SUBJ
.,PUnc
Separam-se,N<
",",PUnc
seguindo,ADVL
cada,ADVL
um,ACC
para,N<
sua,N<
fazenda,P<
tangendo,ADVL
por,ADVL
diante,ADVL
as,ADVL
reses,N<
respectivas,P<
.,PUnc
E,STA
pelos,N<
ermos,ACC
ecoam,ACC
melancolicamente,ADVL
as,ADVL
notas,ACC
do,ADVL
aboiado,N<
...,PUnc
A,>N
arribada,STA
Segue,ADVL
a,N<
boiada,N<
vagarosamente,ADVL
",",PUnc
à,ADVL
cadência,CJT
daquele,ACC
canto,ACC
triste,ACC
e,ADVL
preguiçoso,CJT
.,PUnc
Escanchado,SUBJ
",",PUnc
desgraciosamente,ADVL
",",PUnc
na,ADVL
sela,ADVL
",",PUnc
o,ADVL
vaqueiro,N<PRED
",",PUnc
que,ACC
a,N<
revê,N<
unida,ADVL
e,ACC
acrescida,CJT
de,N<
novas,N<
crias,N<
",",PUnc
rumina,>N
os,ACC
lucros,ACC
prováveis,N<
:,PUnc
o,N<PRED
que,SUBJ
toca,N<
ao,ADVL
patrão,ADVL
",",PUnc
e,N<PRED
o,CJT
que,SUBJ
lhe,DAT
toca,N<
a,ACC
ele,SUBJ
",",PUnc
pelo,ADVL
trato,ADVL
feito,ACC
.,PUnc
Vai,SUBJ
dali,ADVL
mesmo,STA
contando,ADVL
as,ADVL
peças,ACC
destinadas,ADVL
à,ADVL
feira,ADVL
.,PUnc
considera,STA
",",PUnc
aqui,CJT
",",PUnc
um,N<PRED
velho,N<PRED
boi,ACC
que,ACC
ele,SUBJ
conhece,N<
há,ADVL
dez,N<
anos,N<
e,N<
nunca,CJT
levou,CJT
à,ADVL
feira,ADVL
",",PUnc
mercê,ADVL
de,N<
uma,>N
amizade,>N
antiga,ADVL
.,PUnc
além,ADVL
",",PUnc
um,N<PRED
mumbica,N<
claudicante,ADVL
",",PUnc
em,ADVL
cujo,ADVL
flanco,SUBJ
se,ACC
enterra,ADVL
estrepe,ADVL
agudo,N<
",",PUnc
que,ACC
é,N<PRED
preciso,ACC
arrancar,N<
.,PUnc
mais,ADVL
longe,ACC
",",PUnc
mascarado,CJT
",",PUnc
cabeça,CJT
alta,SUBJ
e,ADVL
desafiadora,CJT
",",PUnc
seguindo,ADVL
apenas,>N
guiado,ADVL
pela,ACC
compressão,ACC
dos,ACC
outros,N<
",",PUnc
o,CJT
garrote,SUBJ
bravo,ADVL
",",PUnc
que,SUBJ
subjugou,N<PRED
",",PUnc
pegando-o,ADVL
de,N<
saia,N<
",",PUnc
e,ADVL
derrubando-o,CJT
",",PUnc
na,ADVL
caatinga,N<PRED
.,PUnc
acolá,STA
",",PUnc
soberbo,CJT
",",PUnc
caminhando,ADVL
folgado,ADVL
",",PUnc
porque,ADVL
os,ADVL
demais,ADVL
o,ACC
respeitam,SUBJ
",",PUnc
abrindo-lhe,CJT
em,ADVL
roda,P<
um,ACC
claro,N<
",",PUnc
largo,CJT
pescoço,CJT
",",PUnc
envergadura,CJT
de,N<
búfalo,ADVL
",",PUnc
o,ACC
touro,>N
vigoroso,ADVL
",",PUnc
inveja,CJT
de,N<
toda,>N
a,ACC
redondeza,ACC
",",PUnc
cujas,>N
armas,N<
regidas,N<
e,N<
curtas,CJT
relembram,ADVL
",",PUnc
estaladas,CJT
",",PUnc
rombas,CJT
e,ADVL
cheias,CJT
de,N<
terra,P<
",",PUnc
guampaços,CJT
formidáveis,N<
",",PUnc
em,ADVL
luta,STA
com,>N
os,ACC
rivais,N<
possantes,ADVL
",",PUnc
nos,ACC
logradouros,SUBJ
.,PUnc
além,STA
",",PUnc
para,ADVL
toda,>N
a,ACC
banda,ACC
",",PUnc
outras,>N
peças,ACC
",",PUnc
conhecidas,CJT
todas,N<PRED
",",PUnc
revivendo-lhe,>N
todas,N<PRED
",",PUnc
uma,>N
a,>N
uma,N<
",",PUnc
um,N<PRED
incidente,STA
",",PUnc
um,N<PRED
pormenor,N<
qualquer,>N
da,SUBJ
sua,ADVL
existência,ADVL
primitiva,ACC
e,>N
simples,CJT
.,PUnc
E,ACC
prosseguem,N<
",",PUnc
em,ADVL
ordem,ADVL
",",PUnc
lentos,CJT
",",PUnc
ao,ADVL
toar,ADVL
merencório,ACC
da,N<
cantiga,N<
",",PUnc
que,SUBJ
parece,N<PRED
acalentálos,N<
",",PUnc
embalando-os,ADVL
com,N<PRED
o,>N
refrão,P<
monótono,ADVL
:,PUnc
E,N<PRED
cou,STA
mansão,STA
E,ACC
cou,STA
...,N<
è,ADVL
caõ,CJT
...,N<
ecoando,ADVL
saudoso,N<
nos,ACC
descampados,>N
mudos,>N
...,N<
Estouro,ADVL
da,N<
boiada,N<
75,N<
De,>N
súbito,N<
",",PUnc
porém,ADVL
",",PUnc
ondula,ADVL
um,SUBJ
frêmito,ACC
sulcando,ADVL
",",PUnc
num,>N
estremeção,CJT
repentino,ACC
",",PUnc
aqueles,ACC
centenares,N<
de,N<
dorsos,>N
luzidios,N<
.,PUnc
Há,ADVL
uma,STA
parada,N<
instantânea.Entrebatem-se,N<
",",PUnc
enredam-se,CJT
",",PUnc
trançam-se,ADVL
e,ADVL
alteiam-se,ADVL
fisgando,ADVL
vivamente,ADVL
o,ACC
espaço,ACC
",",PUnc
e,CJT
inclinam-se,CJT
",",PUnc
embaralham-se,>N
milhares,ADVL
ele,SUBJ
chifres,N<
.,PUnc
Vibra,SUBJ
uma,SUBJ
trepidação,ADVL
no,ADVL
solo,ADVL
.,PUnc
e,ADVL
a,>N
boiada,CJT
estoura,ADVL
...,PUnc
A,>N
boiada,>N
arranca,STA
.,PUnc
Nada,N<
explica,N<
",",ACC
às,ADVL
vezes,ADVL
",",PUnc
o,CJT
acontecimento,CJT
",",PUnc
aliás,ADVL
vulgar,ADVL
",",PUnc
que,ACC
é,N<PRED
o,ACC
desespero,N<
dos,ACC
campeiros,ACC
.,PUnc
Origina,SUBJ
o,ACC
incidente,SUBJ
mais,ADVL
trivial,N<
-,>N
o,ACC
súbito,ACC
vôo,ADVL
rasteiro,ACC
de,N<
uma,ACC
araquã,>N
ou,ADVL
a,CJT
corrida,CJT
de,ACC
um,>N
mocó,>N
esquivo,ADVL
.,PUnc
Uma,SUBJ
rês,SUBJ
se,ACC
espanta,N<
e,ACC
o,CJT
contágio,CJT
",",PUnc
uma,N<PRED
descarga,ADVL
nervosa,ACC
subitânea,ACC
",",PUnc
transfunde,ADVL
o,ACC
espanto,ACC
sobre,N<
o,ACC
rebanho,>N
inteiro,ACC
.,PUnc
É,ACC
um,ADVL
solavanco,N<
único,ACC
",",PUnc
assombroso,CJT
",",PUnc
atirando,ADVL
",",PUnc
de,N<
pancada,N<
",",PUnc
por,ADVL
diante,ADVL
",",PUnc
revoltos,N<PRED
",",PUnc
misturando-os,ADVL
embolados,N<PRED
",",PUnc
em,ADVL
vertiginosos,N<PRED
disparos,N<
",",PUnc
aqueles,ADVL
maciços,N<
corpos,SUBJ
tão,ADVL
normalmente,ADVL
tardos,N<
e,ADVL
morosos,CJT
.,PUnc
E,STA
lá,SUBJ
se,ACC
vão,P<
:,ADVL
não,N<PRED
há,N<PRED
mais,ADVL
contê-los,ACC
ou,CO
alcançá-los,CJT
.,PUnc
Acamam-se,SUBJ
as,STA
caatingas,N<
",",PUnc
árvores,CJT
dobradas,N<
",",PUnc
partidas,ADVL
",",PUnc
estalando,ADVL
em,ADVL
lascas,ACC
e,>N
gravetos,CJT
.,PUnc
desbordam,STA
de,N<
repente,>N
as,>N
baixadas,ACC
num,>N
marulho,N<
de,N<
chifres,P<
.,PUnc
estrepitam,SUBJ
",",PUnc
britando,ADVL
e,ADVL
esfarelando,ADVL
as,ADVL
pedras,N<
",",PUnc
torrentes,CJT
de,N<
cascos,>N
pelos,ACC
tombadores,N<
.,PUnc
rola,STA
surdamente,ADVL
pelos,ACC
tabuleiros,ACC
ruído,ADVL
soturno,N<
e,ACC
longo,CJT
de,N<
trovão,>N
longínquo,ACC
...,N<
Destroem-se,ADVL
em,ADVL
minutos,ADVL
",",PUnc
feito,CJT
montes,CJT
de,N<
leivas,P<
",",PUnc
antigas,ADVL
roças,SUBJ
penosamente,ACC
cultivadas,N<
.,PUnc
extinguem-se,N<
",",PUnc
em,ADVL
lameiros,>N
revolvidos,ACC
",",PUnc
as,CJT
ipueiras,N<
rasas,P<
.,PUnc
abatem-se,ADVL
",",PUnc
apisoados,N<PRED
",",PUnc
os,ACC
pousos,ACC
.,PUnc
ou,ADVL
esvaziam-se,ADVL
",",PUnc
deixando-os,>N
os,ACC
habitantes,ADVL
espavoridos,P<
",",PUnc
fugindo,ADVL
para,ADVL
os,ACC
lados,N<
",",PUnc
evitando,ADVL
o,ACC
rumo,ACC
retilíneo,ACC
em,ADVL
que,ACC
se,ACC
despenha,N<
a,ACC
arribada,ADVL
-,>N
milhares,SUBJ
de,N<ARG
corpos,ACC
que,ACC
são,SUBJ
um,SUBJ
corpo,N<
único,ACC
",",PUnc
monstruoso,CJT
",",PUnc
informe,ADVL
",",PUnc
indescritível,CJT
",",PUnc
de,N<PRED
animal,SUBJ
fantástico,ACC
",",PUnc
precipitado,SUBJ
na,ADVL
carreira,ADVL
doida,ADVL
.,PUnc
E,STA
sobre,N<
este,>N
tumulto,ADVL
",",PUnc
arrodeando-o,ADVL
",",PUnc
ou,N<PRED
arremessando-se,CJT
impetuoso,ADVL
